文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,text,The threshold value for brittle cracking in iodine is $1 0 ^ { - 6 } \ : \mathbf { g }$ iodine per square centimetre.,Zircaloy,,,I-SCC standard test,,,,,,,,,,,,,,,,,,,iodine,,,,,,,,,,,,,,,,,,,,,1e-06,g/cm²,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,text,The uniform elongation shows a clear minimum in its dependence on strain rate.,Zircaloy,,,I-SCC standard test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,°C,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,text,An I-SCC standard test has been developed for investigating the stress corrosion phenomenon in Zircaloy cladding tubes on a broad scale under welldefined conditions.,Zircaloy,cladding tubes,,I-SCC standard test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,text,"The test is based on an internally pressurized tubular creep specimen, $1 5 0 ~ \mathrm { m m }$ long, closed by resistance welded end plugs.",Zircaloy,tubular creep specimen,resistance welded,I-SCC standard test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,mm,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk1,text,tests were performed with stress-relieved cladding using a broad range of iodine concentrations,Zircaloy,stress-relieved cladding,stress-relieved,I-SCC standard test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk2,text,Dimensions of tubing: outer diameter : 10.75 mm inner diameter : 9.30 mm length : 120 mm tube condition : stress relieved,,stress relieved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.75,mm,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk2,Table 1,Electrically Polished,,electrically polished,electrical polishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk3,Fig. 5,Figure 5 shows the relative intensities versus the angle between the plate normal and the direction of the basal poles,Zircaloy,plate,machining,texture measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0–90,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk3,Fig. 6,no crack initiation occurs for poles normal to the surface,Zircaloy,tube,machining,I-SCC standard test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk3,text,load exerted by the clamps was 305 N,Zircaloy,split rings,,I-SCC laboratory test,,,,,,,,,,,,,,,,,,400,iodine,,,,,,vacuum,,,,,,,305,,,,,,,,400,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk3,Fig. 9,lowering the iodine vapor pressure results in an increase in the time to failure,Zircaloy,split rings,,I-SCC laboratory test,,,,,,,,,,,,,,,,,,,iodine,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk3,text,critical iodine concentration for stress corrosion cracking was determined to be approximately 10^-6 g per square centimetre of specimen surface,Zircaloy,,,I-SCC,,,,,,,,,,,,,,,,,,,iodine,,,,,,,,,,,,,,,,,,,,,1e-06,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk3,text,threshold for the initiation of stress corrosion cracking fits well at temperatures above 400°C,Zircaloy,,,I-SCC,,,,,,,,,,,,,,,,,,400,iodine,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk4,text,A distinct minimum is found in the relative uniform elongation versus the strain rate relationship (Fig. 4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk4,text,The out-of-pile determined iodine threshold concentration was measured under isothermal conditions in absence of uranium oxide fuel,,,,iodine threshold concentration measurement,,,,,,,,,,,,,,,,,,,,,,,,,isothermal conditions,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk4,text,"Hydride layers plated electrolytically onto the surfaces of Zircaloy rings, cut from a batch of cold-drawn material, either increased the time to failure or prevented cracking in iodine vapor at 573±3 K",Zircaloy,cold-drawn,electrolytically plated hydride layers,stress corrosion cracking,,,,,,,,,,,,,,,,,,300,iodine vapor,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_019_chunk4,text,The presence of hydride changed the cracking mode from mainly transgranular cleavage to mainly integranular cracking,Zircaloy,,hydrided,stress corrosion cracking,,,,,,,,,,,,,,,,,,300,iodine vapor,,,,,,,,,,,,,,,,,,,,,mainly integranular,,,
