文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk1,abstract,the $Z _ { \Gamma - 2 . 5 \mathrm { N b } }$ alloy has a good combination of strength and ductility,Zr-2.5Nb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk1,abstract,"The good ductility of the irradiated $Z _ { \Gamma - 2 . 5 \mathrm { N b } }$ alloy, however, is dependent on the alloy remaining below the beta transus in the final stages of heat-treatment/fabrication before irradiation",Zr-2.5Nb,irradiated,heat-treatment/fabrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk1,table_1,"Gentilly 1, 250, quenched and aged, operating",Zr-2.5Nb,quenched and aged,quenched and aged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk1,table_1,"Pickering 3 and 4, 500 × 2, cold worked, operating",Zr-2.5Nb,cold worked,cold worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk1,text,During quenching from the cubic $\beta .$ phase (above about $1 2 0 0 \ : \mathrm { \ K ) }$,Zr-Nb,,quenching,,,,,,,,,,,,,,,,,,,927,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk1,text,slowly cooled through the $( \alpha + \beta )$ -phase field (1200 to $8 7 5 \ \mathrm { K }$,Zr-Nb,,slow cooling,,,,,,,,,,,,,,,,,,,927,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk1,text,when heated in the temperature range 575 to $7 7 5 \ \mathrm { K }$,Zr-Nb,,heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk1,text,"heat-treated pressure tube is extruded, water quenched from solution treatment in the $( \alpha + \beta )$ -phase, and then aged at $7 7 3 \ \mathrm { K }$",Zr-2.5Nb,heat-treated,"extruded, water quenched, aged",,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk1,text,"cold worked condition [7] the tube is extruded and cooled fairly rapidly, then cold drawn (typically 25 percent) and finally heated (autoclaved) $2 4 \ \mathrm { h }$ at $6 7 3 \mathrm { ~ K ~ }$",Zr-2.5Nb,cold worked,"extruded, cooled, cold drawn, heated",,,,,,,,,,,,,,,,,,,400,,,,,,24,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk1,text,cool at a rate of about $1 ~ \mathrm { K } / \mathsf { s }$ from a solution temperature of about $1 0 7 3 \mathrm { ~ K ~ }$,Zr-2.5Nb,annealed,cooling,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk2,text,"The deformation behavior of the irradiated Zr-2.5Nb is strongly dependent on its treatment in the final stages of fabrication. Provided the alloy is not taken above the β-transus since the last major deformation, then it has a combination of high strength, high uniform elongation, and generally good reduction in area at fracture (compared to Zircaloy)",Zr-2.5Nb,irradiated,final stages of fabrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk2,Table 2,"slow cooled from (α+β)-phase, unirradiated, room temperature, Total Elongation: 26%",Zr-2.5Nb,"slow cooled from (α+β)-phase, unirradiated",slow cooled from (α+β)-phase,tensile,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,26,%,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk2,Table 2,"slow cooled from (α+β)-phase, irradiated, room temperature, 0.2% Yield Stress: 738 MPa",Zr-2.5Nb,"slow cooled from (α+β)-phase, irradiated",slow cooled from (α+β)-phase,tensile,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,738,MPa
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk3,text,The tube was cold drawn 23 percent after extrusion.,,tube,cold drawn 23 percent after extrusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk3,text,The specimens were tested at $5 7 3 \ \mathrm { K }$ after irradation at about $5 7 3 \ \mathrm { K }$ to $1 0 ^ { 2 + } ~ \mathfrak { n } / \mathfrak { m } ^ { 2 }$,,,,,,,,,,,,,,,,,,,,,,300,,,,,1e+22,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk3,text,Values given are averages for hydrogen concentrations up to $2 0 0 \mathsf { p p m }$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,ppm,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk3,text,The impact properties of irradiated $\mathbf { Z } _ { \Gamma - 2 . 5 \Nu \mathfrak { b } }$ have only been reported from sub-size impact bars,Zr-2.5Nb,irradiated,,impact test,97.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk3,text,"Sawatzky's results on hydrided quenchedand-aged material, Fig. 2, showed that hydrogen and irradiation both reduced the impact properties",Zr-2.5Nb,hydrided quenched-and-aged,"hydriding, quenching, aging",impact test,97.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk3,text,A direct comparison with cold-worked Zircaloy2 indicated superior impact strength for the $\mathbf { Z } \mathbf { r } { - } 2 . 5 \mathbf { N } \mathbf { b }$ at about $4 7 3 \ \mathrm { K }$,Zr-2.5Nb,,,impact test,97.5,,2.5,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk3,text,"Wood et al [15] found the impact behavior of cold-worked $\mathbf { Z } _ { \mathbf { r } - 2 . 5 \mathbf { N } \mathbf { b } }$ , Fig. 3, has the same general features of the quenched-and-aged material",Zr-2.5Nb,cold-worked,cold working,impact test,97.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk3,text,Heating $\mathbf { Z } \mathbf { r } { \boldsymbol { \cdot } } 2 . 5 \mathbf { N } \mathbf { b }$ above the $\beta .$ -transus before irradiation induces a marked loss of ductility from irradiation,Zr-2.5Nb,solution treated in beta phase,heating above beta-transus,,97.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk4,text,"Hydrogen concentrations up to $2 5 0 ~ \mathsf { p p m }$ , combined with irradiation, cause a noticeable reduction in ductility, Table 7",Zr-2.5Nb-0.5Cu,,,,"{'value': 97.0, 'unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%'}",,,,"{'value': 0.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk4,text,"Even at room temperature, however, the reduction of area at fracture is still 30 percent",Zr-2.5Nb-0.5Cu,,,fracture,"{'value': 97.0, 'unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%'}",,,,"{'value': 0.5, 'unit': 'wt%'}",,,,,,,,,,,20,,,,,,,,,,,,,,30,%,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk4,Table 6,Room temperature; 0; 862; 965; 2.0; 15.6,,Tube Reduced 42 percent,irradiated at 400 to 523 K,closed end burst,,,,,,,,,,,,,,,,,,20,,,,,0,,,,,,,,,862,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk4,Table 6,Room temperature; 2.9 X 1024; 1130; 1142; 0.4; 0.5,,Tube Reduced 42 percent,irradiated at 400 to 523 K,closed end burst,,,,,,,,,,,,,,,,,,20,,,,,2.9e+24,,,,,,,,,1130,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk4,Table 6,573 K; 0; 571; 649; 2.7; 8.8,,Tube Reduced 42 percent,irradiated at 400 to 523 K,closed end burst,,,,,,,,,,,,,,,,,,300,,,,,0,,,,,,,,,571,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_028_chunk5,text,at fluences $\lesssim 5 \times 1 0 ^ { 2 4 } \mathrm { n } / \mathrm { m } ^ { 2 }$ there is significantly more hardening in the $Z _ { \Gamma ^ { } - } \mathbf { N } \mathbf { b }$ alloys than in Zircaloy-2,Zr-Nb alloys,,,,,,,,,,,,,,,,,,,,,,,,,,5e24,,,,,,,,,,,,,,,,,,,,
