文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_002_chunk1,5,Zircaloy—Three Years after the Hearings—W. V. JoHNsToN,Zircaloy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_002_chunk1,24,Diameter Increases in Steam Generating Heavy Water Reactor Zircaloy Cans under Loss-of-Coolant Accident Conditions,Zircaloy,cans,,accident simulation,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_002_chunk1,36,Rupture Characteristics of Zircaloy-4 Cladding with Internal and External Simulation of Reactor Heating,Zircaloy-4,cladding,,rupture test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_002_chunk1,50,High Temperature Strain Behavior of Zircaloy-4 and Zr-2.5Nb Fuel Sheaths,Zircaloy-4,fuel sheaths,,strain test,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_002_chunk1,98,Influence of Metallurgical Variables on the Performance of Zircaloy Fuel Sheathing,Zircaloy,fuel sheathing,,performance test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_002_chunk1,119,Diffusion of Oxygen in Beta-Zircaloy and the High Temperature Zircaloy-Steam Reaction,Zircaloy,,,reaction test,,,,,,,,,,,,,,,,,,high,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_002_chunk1,134,Oxidation of Zirconium during a High-Temperature Transient,Zirconium,,,oxidation test,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_002_chunk1,150,Zircaloy-4 Oxidation in Steam under Transient Oxidizing Conditions,Zircaloy-4,,,oxidation test,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_002_chunk1,168,Oxidation of Zirconium Alloys in Steam at 1000 to 1850°C,Zirconium alloys,,,oxidation test,,,,,,,,,,,,,,,,,,1000-1850,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_002_chunk1,258,Corrosion Monitoring of Steam Generating Heavy Water Reactor Pressure Tubes,,pressure tubes,,corrosion monitoring,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_002_chunk1,281,Embrittlement of Zircaloy-4 by Liquid Cesium at 300°C,Zircaloy-4,,,embrittlement test,,,,,,,,,,,,,,,,,,300,liquid cesium,,,,,,,,,,,,,,,,,,,,,,,,
