文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_034_chunk1,abstract,Zircaloy-4 cladding tubes differing in texture only (Materials I and II),Zircaloy-4,cladding tubes,,biaxial stress test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_034_chunk1,abstract,At room temperature the axial and tangential strains were measured,Zircaloy-4,cladding tubes,,biaxial stress test,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,580.0,MPa,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_034_chunk1,abstract,At 400°C the yield locus was measured for Material I,Zircaloy-4,Material I,,yield locus test,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_034_chunk1,Material Description,oxygen content of 1140 to 1210 ppm,Zircaloy-4,,,,,,,,,,,,,,"{'value': None, 'value_min': 1140.0, 'value_max': 1210.0, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,50.0,MPa/min,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_034_chunk1,Material Description,The tubes were stress relieved after the final cold deformation,Zircaloy-4,tubes,stress relief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_034_chunk1,Results,The texture of Material II can be described by two symmetrical single-crystal orientations with a tilt angle γ of ± 50 deg,Zircaloy-4,Material II,,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_034_chunk1,Results,"Material I cannot be described by two single crystal orientations only but by a number of single crystals having tilt angles γ in the range of ± 0 to ± 30 deg, approximately",Zircaloy-4,Material I,,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_034_chunk2,text,The $\lbrace 1 0 \bar { 1 } 0 \rbrace$ -pole figures not shown here indicated in both cases a (1010) direction parallel to the tube axis.,,,,pole figure analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_034_chunk2,Fig. 3,"Typical records of axial forces $F _ { a }$ versus internal pressure result in straight lines (Fig. 3), demonstrating that the ratio of axial force to internal pressure $p _ { i }$ could be kept constant during the tests.",Material I,,,biaxial test,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_034_chunk3,Fig. 7,Normalized yield loci of Materials I and π at room temperature together with the von Mises curves and calculated yield according to Ref 2,Material I,,,yield locus measurement,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,1.4,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_034_chunk3,Fig. 8,Yield loci of Material I at room temperature and at 400°C (normalized representation),Material I,,,yield locus measurement,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,1.2,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_034_chunk3,text,the circumferential elongation is determined mainly by the stress ratio leading to high values at open-end burst-test conditions (α=0) and at α=-0.5,Material I,,,biaxial mechanical test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_034_chunk4,1,The nonelastic deformation of Zircaloy cladding is currently the subject of much attention,Zircaloy,cladding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
