文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_031_chunk1,Table 1,BS zirconium 0.014 0.1 975 875 40,zirconium,annealed,annealing,,,,,,,,,,,,,,,,,,,975,,,,,,0.1,,,,,,,,,,,,,,,,,,40,μm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_031_chunk1,Table 1,BS zirconium 0.014 0.1 975 875 40,zirconium,annealed,annealing,,,,,,,,,,,,,,,,,,,875,,,,,,0.1,,,,,,,,,,,,,,,,,,40,μm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_031_chunk1,Table 1,CN zirconium 0.048 1 1 875 21,zirconium,annealed,annealing,,,,,,,,,,,,,,,,,,,875,,,,,,1,,,,,,,,,,,,,,,,,,21,μm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_031_chunk1,Table 1,BZ Zr-0.14Nb 0.091 24 1075 23 19,Zr-0.14Nb,annealed,annealing,,,,"{'value': 0.14, 'unit': 'wt%'}",,,,,,,,,,,,,,,1075,,,,,,24,,,,,,,,,,,,,,,,,,23,μm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_031_chunk1,Table 1,BU commercial 0.60 1 1025 15,Zircaloy-2,annealed,annealing,,,,,,,,,,,,,,,,,,,1025,,,,,,1,,,,,,,,,,,,,,,,,,15,μm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_031_chunk1,Table 1,BT commercial 0.51 1 1075 4,Zr-2.5Nb,annealed,annealing,,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,1075,,,,,,1,,,,,,,,,,,,,,,,,,4,μm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_031_chunk1,text,specimens irradiated at 375 K were air cooled,,irradiated,irradiation,,,,,,,,,,,,,,,,,,,375,air,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_031_chunk1,text,specimens irradiated at 575 K were cooled with helium or helium/argon,,irradiated,irradiation,,,,,,,,,,,,,,,,,,,575,helium or helium/argon,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_031_chunk1,text,The fluences for all the tests were about 4×10^23 (n)/m^2 E>1.0 MeV,,irradiated,irradiation,,,,,,,,,,,,,,,,,,,,,,,,4e+23,,,,,,,,,,,,,,,4e+23,n/m²,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_031_chunk1,text,The specimens irradiated at 575 K were more stable than those irradiated at 375 K,,irradiated,irradiation,tensile,,,,,,,,,,,,,,,,,,575,,,,,,,,,,,,,,,,,,,,,,,,,
