文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk1,p.1,Specimens were prepared from recrystallized and from 50 percent coldworked Zircaloy-2 sheet of 0.50–mm thickness,Zircaloy-2,recrystallized,heat-treated at $73 during 3.6 ks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk1,p.1,Specimens were prepared from recrystallized and from 50 percent coldworked Zircaloy-2 sheet of 0.50–mm thickness,Zircaloy-2,50% cold-worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk1,p.1,The oxygen content of the sheet material was 800 ppm,Zircaloy-2,,,,,,,,,,,,,,"{'value': 800.0, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,ppm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk1,Table 1,50% cold-worked RT 0.2% 620 MPa,Zircaloy-2,50% cold-worked,,tensile,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,620.0,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk1,Table 1,50% cold-worked 573K 0.2% 430 MPa,Zircaloy-2,50% cold-worked,,tensile,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,430.0,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk1,Table 1,Recrystallized RT 0.2% 315 MPa,Zircaloy-2,recrystallized,,tensile,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,315.0,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk1,Table 1,Recrystallized 573K 0.2% 130 MPa,Zircaloy-2,recrystallized,,tensile,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,130.0,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk2,text,"When fracture of the discs could not be detected within $1 8 ~ \mathbf { k } \mathbf { s }$ , the tests were terminated",Zircaloy-2,,,fracture test,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,h
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk2,text,For iodine levels below $1 \mathrm { m g } / \mathrm { c m } ^ { 2 }$ (about $0 . 2 ~ \mathrm { m g / \Omega }$ $\mathsf { c m } ^ { 3 } )$ and forces below $3 0 0 ~ \mathrm { { N } }$ only very small cracks could be observed in 50 percent cold-worked material after $1 8 \ \mathbf { k } \mathbf { s } .$,Zircaloy-2,50% cold-worked,,fracture test,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk2,text,"In the absence of iodine, coldworked material showed through-cracks only when the bending force exceeded $3 0 0 \textbf { N }$ within $1 8 \ \mathbf { k } \mathbf { s }$",Zircaloy-2,cold-worked,,fracture test,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,300.0,N
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk2,text,Recrystallized material cracked within $1 8 ~ \mathbf { k } \mathbf { s }$ only if the bending force was over $\bf { 2 5 0 N }$,Zircaloy-2,recrystallized,,fracture test,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,250.0,N
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk2,text,the maximum time to fracture was $4 . 5 \mathrm { \bf k s }$,Zircaloy-2,,,fracture test,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,1.25,h
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk2,text,"No influence of the amount of iodine on the time to rupture was observed, neither for the cleaned nor for the pickled state of the surface of the 50 percent coldworked material",Zircaloy-2,50% cold-worked,"cleaned, pickled",creep test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk3,text,The amount of iodine for the stressed slotted rings was varied from $2 \mathrm { m } \mathbf { g } / \AA$ $\mathsf { c m } ^ { 2 } ( 0 . 4 \mathrm { m g } / \mathsf { c m } ^ { 3 } )$ to $2 0 ~ \mathrm { m g } / \mathrm { c m } ^ { 2 }$,,stressed slotted rings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,mg/cm²,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk3,text,"The stresses, as calculated by Eq 1, were 80, 95, and 100 percent of the 0.2 proof stress at $\$ 73\ 8$ for the particular type of tube.",,,,,,,,,,,,,,,,,,,,,,738.0,,,,,,,,,,,,,,80.0,%,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk3,text,"After being held at a temperature of $5 7 3 \mathrm { ~ K ~ }$ for $3 6 0 ~ \mathbf { k } \mathbf { s }$ none of the stressed, slotted rings cracked.",,stressed slotted rings,,,,,,,,,,,,,,,,,,,,300.0,,,,,,100.0,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk3,text,"An extra batch of stressed rings of Material C was encapsulated with ${ \textbf { l g } }$ of steel wool, as Wood suggests, but no cracking occurred.",,stressed rings of Material C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk3,text,The iron added did not have any influence during $3 6 0 ~ \mathbf { k } \thinspace \mathbf { s }$ tests.,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk4,text,"Additional tests performed in capsules filled with helium showed local chemical attack of Zircaloy-2, when more than $3 \mathrm { m g } / \mathrm { c m } ^ { 2 }$ iodine was present.",Zircaloy-2,,,chemical attack test,,,,,,,,,,,,,,,,,,,iodine,,,,,,helium,,,,,,,,,,,,,,,3,mg/cm²,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk4,text,The morphology of the cracks resembles the stringers of precipitated zirconium hydride when the hydrogen content of the material exceeds $2 0 0 \ p \mathsf { p m }$,Zircaloy-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,ppm,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk4,text,"The fact that the batches of Zircaloy-2 tubing did not show any stress corrosion cracking, when stressed to the 0.2 percent proof stress",Zircaloy-2,tubing,,stress corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk4,text,"Wood has shown, residual stresses are an important factor in the susceptibility of Zircaloy to iodine cracking at $\$ 73$",Zircaloy,,,iodine cracking test,,,,,,,,,,,,,,,,,,73,iodine,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk4,Conclusions,"A threshold value of about $2 \mathrm { \ m g / c m ^ { 2 } \ ( 0 . 4 \mathrm { \ m g / \Omega } }$ $\mathsf { c m } ^ { 3 } ,$ must be exceeded before fast fracture occurs.",Zircaloy-2,,,stress corrosion test,,,,,,,,,,,,,,,,,,,iodine,,,,,,,,,,,,,,,,,,,,,2,mg/cm²,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk4,Conclusions,"Fast iodine stress corrosion cracking by biaxial bending has been observed to occur with decreasing bending force in the temperature range of 463 K to 773 K, for initial iodine amounts of $2 5 \mathrm { m g } / \mathrm { c m } ^ { 2 }$ .",Zircaloy-2,,,biaxial bending test,,,,,,,,,,,,,,,,,,190,iodine,,,,,,,,,,,,,,,,,,,,,25,mg/cm²,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk4,Conclusions,Uniaxially stressed creep specimens of cold-worked Zircaloy sheet were found not to be susceptible to fast iodine stress corrosion for initial amounts of iodine up to $2 0 0 \mathrm { m } \mathbf { g } / \mathsf { c m } ^ { 2 }$ .,Zircaloy-2,cold-worked,,creep test,,,,,,,,,,,,,,,,,,,iodine,,,,,,,,,,,,,,,,,,,,,0,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk4,Conclusions,No stress corrosion could be observed within $3 6 0 ~ \mathbf { k } \thinspace \mathbf { s }$ in stressed slotted rings made of three different batches of Zircaloy-2 tubing that was exposed to atmospheres with an initial amount of iodine of up to $2 0 0 \mathrm { m g } / \mathrm { c m } ^ { 2 }$ .,Zircaloy-2,tubing,,stress corrosion test,,,,,,,,,,,,,,,,,,,iodine,,,,,100,,,,,,,,,,,,,,,,0,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk5,5,"The principal corrosion parameters were: alloy composition (Zircaloy-2, Zircaloy-4, $Z _ { \mathsf { r } - 2 } \mathsf { s N b }$ , and crystal bar zirconium)",Zircaloy-2,,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000000000.0–170000000000000.0,n/cm²·s,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_040_chunk5,5,Thick prefilms tended to suppress accelerated corrosion in the oxygenated system,,,thick prefilms,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,oxygenated,,,,,,,,,,,,,,,,,,
