文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_031_chunk1,abstract,"ordered face-centered cubic (fcc) zirconium-aluminum phase $( \mathbf { Z r } _ { 3 } \mathbf { A l }$ , Ll2 type)",Zr3Al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ordered face-centered cubic (fcc) Ll2 type,,,,,,0.96,m2/m3,,,1,%
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_031_chunk1,abstract,dimensional changes appear to level off at 0.3 percent after $2 \times \mathbf { \bar { 1 0 ^ { 2 4 } } }$ neutrons ${ \bf \dot { \Omega } } ( { \bf n } ) / { \bf m } ^ { 2 }$ at $6 0 0 ~ \mathbf { K }$,Zr3Al,irradiated,irradiation,dimensional stability,,,,,,,,,,,,,,,,,,327,,,,,2e+24,,,,,,,,,,,,,,,0.3,%,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_031_chunk1,abstract,"long-term creep resistance at $5 7 0 ^ { \circ } \mathbf { K }$ ,deduced from bent-beam stress relaxation, is expected to be better than that of $\mathbf { Z } \mathbf { r } { - } 2 . 5 \mathbf { N } \mathbf { b }$",Zr3Al,irradiated,irradiation,creep,,,,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_031_chunk1,abstract,"resistance to aqueous corrosion is as good, provided that the $\pmb { \alpha }$ zirconium phase content is $\leq 1$ percent by volume",Zr3Al,,,corrosion,,,,,,,,,,,,,,,,,,,aqueous,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_031_chunk1,materials,Specimens were machined from the transverse direction of a $\mathbf { Z r { - } } 8 . 6 \mathbf { A } 1$ slab forged and rolled at $1 4 0 0 \mathrm { ~ K ~ }$,Zr-8.6Al,forged and rolled,forging and rolling,,,,,,,,,,,,,"{'value': 8.6, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,K
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_031_chunk1,materials,Additional specimens were prepared from high purity $\mathbf { Z r } 8 . 9 \mathbf { A l }$ for the corrosion experiments,Zr-8.9Al,high purity,,corrosion,,,,,,,,,,,,"{'value': 8.9, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_031_chunk1,materials,the structures generally contain $\leq 1 0$ percent $_ \alpha$ zirconium and $\leq 1$ percent $\mathbf { Z r } _ { 2 } \mathbf { A l }$ coarsely distributed within a $\mathbf { Z } \mathbf { r } _ { 3 } \mathbf { A } \mathbf { l }$ matrix,Zr3Al,transformed,heat treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,%
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_031_chunk2,table,Material C; Phase Content (% by volume) a: α-Zr: 6 to 10,Zr-8.6Al,Material C,heated 24 h/673 K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6–10,vol%
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_031_chunk2,table,"Material D; Transformation Time at 1160 K (h): 16; Phase Content (% by volume) a: α-Zr: 8 to 20, Zr2AI: 0 to 12, Zr3Al: 74 to 86; Grain Size of b ZrAl Matrix, μm: ~5; Other Processing: stress relieved 15 h/973 K and furnace cooled",Zr-8.6Al,Material D,stress relieved 15 h/973 K and furnace cooled,,,,,,,,,,,,,,,,,,,887,,,,,,,,,,,,,,,,,,,,,,,,16,h
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_031_chunk2,table,Material D; Phase Content (% by volume) a: α-Zr: 8 to 20,Zr-8.6Al,Material D,stress relieved 15 h/973 K and furnace cooled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8–20,vol%
