文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_042_chunk1,text,small specimens (60 by 10 by 1 mm) are attached to holders inside hollow fuel elements and irradiated within a Materials Test Bundle (MOB) capable of delivering a fast-neutron flux (E > 1 MeV) of about 5 × 10¹⁷ n/m²·s,Zircaloy-2,pickled,"hot extrusion at 1090 K, cold drawing 20-30%, stress relieving at 673 K for 24 h",irradiation corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""microstructure"": ""slightly elongated grains of single phase α-Zr containing a distribution of second-phase intermetallic particles"", ""specimen_dimensions"": ""60×10×1 mm"", ""irradiation_duration"": ""60-120 days""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_042_chunk1,text,small specimens (60 by 10 by 1 mm) are attached to holders inside hollow fuel elements and irradiated within a Materials Test Bundle (MOB) capable of delivering a fast-neutron flux (E > 1 MeV) of about 5 × 10¹⁷ n/m²·s,Zr-2.5Nb,pickled,"hot extrusion at 1090 K, cold drawing 20-30%, stress relieving at 673 K for 24 h",irradiation corrosion,,97.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""microstructure"": ""two-phase, consisting of elongated α-Zr grains surrounded by a β-Zr network"", ""specimen_dimensions"": ""60×10×1 mm"", ""irradiation_duration"": ""60-120 days""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_042_chunk1,text,Specimens include Zircaloy-2 and Zr-2.5Nb pressure tube samples in both the pickled and prefilmed conditions,Zircaloy-2,prefilmed,"hot extrusion at 1090 K, cold drawing 20-30%, stress relieving at 673 K for 24 h, prefilming in 673 K steam for 1-440 days",irradiation corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""microstructure"": ""slightly elongated grains of single phase α-Zr containing a distribution of second-phase intermetallic particles"", ""specimen_dimensions"": ""60×10×1 mm"", ""irradiation_duration"": ""60-120 days"", ""prefilming_treatment"": ""673 K steam for 1-440 days""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_042_chunk1,text,Specimens include Zircaloy-2 and Zr-2.5Nb pressure tube samples in both the pickled and prefilmed conditions,Zr-2.5Nb,prefilmed,"hot extrusion at 1090 K, cold drawing 20-30%, stress relieving at 673 K for 24 h, prefilming in 673 K steam for 1-440 days",irradiation corrosion,,97.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""microstructure"": ""two-phase, consisting of elongated α-Zr grains surrounded by a β-Zr network"", ""specimen_dimensions"": ""60×10×1 mm"", ""irradiation_duration"": ""60-120 days"", ""prefilming_treatment"": ""673 K steam for 1-440 days""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_042_chunk2,Fig. 1,Figure 1 shows the weight gain as a function of time for bare Zircaloy-2 specimens irradiated in the U2 loop,Zircaloy-2,bare,irradiated,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weight gain measurements,,,"{""coolant_temperature"": ""568 K"", ""coolant_flow_rate"": ""0.2 kg/s"", ""fast_neutron_flux"": ""2e17 n/m²·s"", ""pH_range"": ""10.0-10.5"", ""dissolved_hydrogen_low"": ""45-90 μg/kg"", ""dissolved_oxygen_low"": ""1-15 μg/kg"", ""dissolved_oxygen_high"": ""1000-2000 μg/kg"", ""exposure_duration"": ""126 days"", ""corrosion_sensitivity"": ""sensitive to dissolved oxygen under irradiation"", ""oxide_characterization"": ""stereo microscopy, SEM, micro-electrode capacitance techniques""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_042_chunk2,text,Specimens include Zircaloy-2 and Zr-2.5Nb in both the pickled and prefilmed conditions,Zircaloy-2,pickled,irradiated,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weight gain measurements,,,"{""irradiation_temperatures"": [""528 K"", ""553 K"", ""568 K""], ""exposure_durations"": [""200 days"", ""400 days"", ""800 days""], ""water_chemistry"": ""CANDU typical"", ""pH_range"": ""10.0-10.5"", ""coolant_flow_rate"": ""0.2 kg/s"", ""fast_neutron_flux"": ""2e17 n/m²·s""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_042_chunk2,text,Specimens include Zircaloy-2 and Zr-2.5Nb in both the pickled and prefilmed conditions,Zircaloy-2,prefilmed,irradiated,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weight gain measurements,,,"{""irradiation_temperatures"": [""528 K"", ""553 K"", ""568 K""], ""exposure_durations"": [""200 days"", ""400 days"", ""800 days""], ""water_chemistry"": ""CANDU typical"", ""pH_range"": ""10.0-10.5"", ""coolant_flow_rate"": ""0.2 kg/s"", ""fast_neutron_flux"": ""2e17 n/m²·s""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_042_chunk2,text,Specimens include Zircaloy-2 and Zr-2.5Nb in both the pickled and prefilmed conditions,Zr-2.5Nb,pickled,irradiated,corrosion test,,97.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weight gain measurements,,,"{""irradiation_temperatures"": [""528 K"", ""553 K"", ""568 K""], ""exposure_durations"": [""200 days"", ""400 days"", ""800 days""], ""water_chemistry"": ""CANDU typical"", ""pH_range"": ""10.0-10.5"", ""coolant_flow_rate"": ""0.2 kg/s"", ""fast_neutron_flux"": ""2e17 n/m²·s""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_042_chunk4,Fig. 6,Figure 6 shows the results obtained for Zircaloy-2 pressure tube material. The number in parentheses beside each data point for prefilmed specimens denotes the prefilm oxide thickness in micrometres.,Zircaloy-2,prefilmed pressure tube,673 K steam preoxidation + irradiation,corrosion test,,"{'value': None, 'unit': 'wt%', 'raw_unit': None}","{'value': None, 'unit': 'wt%', 'raw_unit': None}",,"{'value': None, 'unit': 'wt%', 'raw_unit': None}","{'value': None, 'unit': 'wt%', 'raw_unit': None}","{'value': None, 'unit': 'wt%', 'raw_unit': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'oxidation_rate': 'decreasing with increasing prefilm thickness', 'comparison': 'lower than bare specimens'}",,,"{""prefilming_treatment"": ""673 K steam"", ""test_duration"": ""60-120 days"", ""conditioning_period"": ""60 days""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_042_chunk4,Fig. 7,Figure 7 shows the results obtained for Zr-2.5Nb pressure tube material. Again. the numbers in parentheses have the same meaning as that described for Fig. 6.,Zr-2.5Nb,prefilmed pressure tube,673 K steam preoxidation + irradiation,corrosion test,,"{'value': 97.5, 'unit': 'wt%', 'raw_unit': None}",,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'oxidation_rate': 'decreasing with increasing prefilm thickness', 'comparison': 'similar to in-reactor behavior'}",,,"{""prefilming_treatment"": ""673 K steam"", ""test_duration"": ""60-120 days"", ""conditioning_period"": ""60 days"", ""microstructural_changes"": ""beta-zirconium decomposition to omega phase and enriched beta-zirconium""}"
