文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_021_chunk1,201-211,Directionality of the Grain Boundary Hydride in Zircaloy-2,Zircaloy-2,fuel cladding tubes,,metallographic analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_021_chunk1,201-211,"hydride platelets are parallel to the radial direction of the tube, a drastic decrease of ductility may occur",Zircaloy-2,cladding tubes,,ductility test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_021_chunk1,201-211,grain boundary planes parallel to {10-11} and {10-13} are preferred sites for the hydride precipitation in Zircaloy-2,Zircaloy-2,,hydride precipitation,microhardness indentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_021_chunk2,Fig. 1,The (0002) pole figure of a cold-rolled Zircaloy-2,Zircaloy-2,cold-rolled,cold rolling,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,°,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_021_chunk2,Fig. 3,the $f _ { n }$ -value is calculated to be 0.17,,,,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_021_chunk3,table,A Kodama plate ND and TD <10T0> R SR 0 5~ 0.6 0.48 17,,plate,,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5–0.6,,,,,,,,,,0.67,HV
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_021_chunk3,table,Okada et al tube TD±65° <10T0> T A radial 0.83 20,,tube,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,HV
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_021_chunk4,text,an electron microscope observation has been made on a specimen subjected to at least five thermal cycles at a stress within the elastic limit (15 MPa),,subjected to thermal cycles under stress,thermal cycling,electron microscope observation,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_021_chunk4,text,the hydrides become smaller and more numerous,,after thermal cycling under stress,thermal cycling,electron microscope observation,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_021_chunk4,text,the hydride reorientation in cold-worked Zircaloy is more susceptible to a stress normal to the rolling direction than to the transverse one,Zircaloy,cold-worked,,hydride reorientation test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_021_chunk4,text,"the value of ∑ cos²θ_tn is calculated as to 4×3.85, whereas ∑ cos²θ_rn = 4×1.82",Zircaloy,cold-rolled sheet,cold-rolling,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_021_chunk4,text,A good correlation has been found between hydride orientation and the texture of Zircaloy-2,Zircaloy-2,,,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_021_chunk5,abstract,"Zircaloy-2 having several different microstructures, textures, and compositions has been bombarded with either $5 \ \mathbf { M e V }$ or $4 6 . 5 \ \mathrm { \bf ~ M e V }$ nickel ions at 300 to $6 0 0 ^ { \circ } \mathrm { C }$ to achieve doses ranging from 0.65 to 87.0 displacements per atom (dpa)",Zircaloy-2,"several different microstructures, textures, and compositions",bombarded,ion irradiation,,,,,,,,,,,,,,,,,,300.0,nickel ions,,,,,,,,,,,,,,,,,0.65–87.0,dpa,,,,,,
