文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_011_chunk1,p.129,Tubes of 2.sNb zirconium alloy were fatigued in the tensiontension mode by cyclic internal pressures to cause axial crack growth and unstable fractures at room temperature.,2.5Nb zirconium alloy,pressure tubing,,fatigue,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,25.0,°C
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_011_chunk1,p.129,Pressure-cycle rates ranged from 400 to $3 0 0 0 \mathtt { c p h }$,2.5Nb zirconium alloy,pressure tubing,,fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0–3000.0,1/h
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_011_chunk1,p.129,"Both the cold-worked and heat-treated conditions, before and after hydriding (200 to $3 0 0 \ \mathsf { p p m } \ \mathsf { H _ { 2 } }$ , were investigated.",2.5Nb zirconium alloy,cold-worked,,fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0–300.0,ppm,30.0–60.0,%
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_011_chunk1,p.129,"Both the cold-worked and heat-treated conditions, before and after hydriding (200 to $3 0 0 \ \mathsf { p p m } \ \mathsf { H _ { 2 } }$ , were investigated.",2.5Nb zirconium alloy,heat-treated,,fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0–300.0,ppm,880.0,°C
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_011_chunk1,p.129,"From short $\preceq$ tube-wall thickness) length defects, fatigue-crack initiation and growth will occur at nominal peak hoop stresses equal to or less than the estimated endurance limit $( \sim 2 5 , 0 0 0 ~ \mathrm { p s i } )$ .",2.5Nb zirconium alloy,,,fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.37,MPa
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_011_chunk1,p.129,"Crack-growth rates, for non-hydrided tubing are proportional to $( \Delta K ) ^ { 5 }$ , and to $( \Delta K ) ^ { 4 }$ after hydriding.",2.5Nb zirconium alloy,non-hydrided,,fatigue crack growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_011_chunk1,p.129,"Crack-growth rates, for non-hydrided tubing are proportional to $( \Delta K ) ^ { 5 }$ , and to $( \Delta K ) ^ { 4 }$ after hydriding.",2.5Nb zirconium alloy,hydrided,,fatigue crack growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_011_chunk1,p.129,"The fracture toughness of the heat-treated tubing before hydriding is less than for the cold-worked condition either before or after hydriding, and after hydriding the fracture toughness is further reduced.",2.5Nb zirconium alloy,"heat-treated, non-hydrided",,fracture toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_011_chunk1,p.129,"The fracture toughness of the heat-treated tubing before hydriding is less than for the cold-worked condition either before or after hydriding, and after hydriding the fracture toughness is further reduced.",2.5Nb zirconium alloy,"cold-worked, non-hydrided",,fracture toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_011_chunk1,p.129,"The fracture toughness of the heat-treated tubing before hydriding is less than for the cold-worked condition either before or after hydriding, and after hydriding the fracture toughness is further reduced.",2.5Nb zirconium alloy,"cold-worked, hydrided",,fracture toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_011_chunk1,p.129,"The fracture toughness of the heat-treated tubing before hydriding is less than for the cold-worked condition either before or after hydriding, and after hydriding the fracture toughness is further reduced.",2.5Nb zirconium alloy,"heat-treated, hydrided",,fracture toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_011_chunk2,Table 1,"Test Identity 11: EDM Slot Radius, in. 0.100; Cycles to Crack Initiation 10 000; Cycles to Leak 17 400; Leak- Crack Length, in. 0.42; Cycles to Failure 24 960; Critical Crack Length, in. 1.31; Cycles from Leak to Failure 7 540",2.5Nb zirconium alloy,pressure tubing,,fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.274,mm,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_011_chunk3,text,"According to Paris [5], the crack-growth rate is a function of $\Delta K ^ { 4 }$",,,,fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,cycles/h,,,,,,,,,,
