文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,Abstract,"Plastic deformation of this cladding can be defined by the R and P factors that are the circumferential/radial and axial/radial contractile strain ratios under uniaxial deformation along the axial and circumferential direction, respectively.",Zircaloy,cladding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0–40.0,deg,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,Abstract,"In a boiling water reactor (BWR) fuel assembly, most fuel rods have a hoop stress to axial stress ratio of about 2:1.",,fuel rods,,,,,,,,,,,,,,,,,,,,,BWR,,,,,,,,,,,,,2.0,ratio,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,Abstract,Laboratory tensile and creep tests at several temperatures have been performed on five types of cladding to determine if a short-term test could be used to obtain R values representative of the in-reactor values.,,cladding,,"tensile test, creep test",,,,,,,,,,,,,,,,,,,laboratory,,,,,short-term,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,Abstract,"For standard Zircaloy-2 cladding that was examined in-reactor, a good correlation with the in-reactor R value was obtained from both tensile and creep tests performed at 382°C.",Zircaloy-2,cladding,standard,"tensile test, creep test",,,,,,,,,,,,,,,,,,382.0,laboratory,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,Text,Zircaloy tubing used for nuclear fuel cladding in light water reactors is highly anisotropic due to the hexagonal crystal structure of zirconium at temperatures below approximately 800°C.,Zircaloy,"tubing, cladding",,,,,,,,,,,,,,,,,,,,800.0,,,,,,,,,,,,,,high,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,Text,"Testing has been performed at 382°C, to obtain R values under light loading for creep deformation and at higher loading consistent with the room temperature CSR test.",,,,"creep test, CSR test",,,,,,,,,,,,,,,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,Text,"It is generally assumed that the in-reactor stress-induced strain has two components, thermal and irradiation creep strain [3]. The correlation given by Gittus indicates that at typical reactor operating temperatures (280 to 320°C) the irradiation-induced creep strain is much larger than the thermal creep strain.",,,,,,,,,,,,,,,,,,,,,,280.0,reactor,,,,,,,,,,,,,,,,,much larger,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,Text,"It is generally assumed that the in-reactor stress-induced strain has two components, thermal and irradiation creep strain [3]. The correlation given by Gittus indicates that at typical reactor operating temperatures (280 to 320°C) the irradiation-induced creep strain is much larger than the thermal creep strain.",,,,,,,,,,,,,,,,,,,,,,320.0,reactor,,,,,,,,,,,,,,,,,much larger,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,Text,"The irradiation creep strain has been determined to have the following stress dependence [3,4]: ε ∝ σ^1.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,MPa,,,1.23,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,Text,"In textured Zircaloy, with the majority of the basal poles at 30° to the radial direction, axial elongation and radial contraction take place with an insignificant change in the circumferential direction.",Zircaloy,textured,,,,,,,,,,,,,,,,,,,,,irradiation,,,,,,,,,,,,,,,,,,,elongation,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk2,text,"Standard fuel rods have non-threaded upper and lower endcap shanks. Under the influence of the coolant and rod internal pressure, the cladding in a standard fuel rod is subjected to a biaxial state of stress with a ratio of hoop to axial stress of approximately 2:1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ratio,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk3,Table 1,"Cladding Type: B, Zircaloy Type: 4, Tin Content, %: 1.5, Cold Work in Last Pilger, %: 80, Final Anneal Temperature: 500",Zircaloy-4,"Cold Worked, Stress-relieved","Cold Work in Last Pilger: 80%, Final Anneal Temperature: 500°C",,,"{'value': 1.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk3,text,"For the standard cold-worked, stress-relieved Zircaloy-2 (Type A) cladding at a stress-induced axial to circumferential strain ratio of 0.15, the values for R and P were 1.4 and 2.4, respectively.",Zircaloy-2,"cold-worked, stress-relieved",,in-reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk3,text,"For the LBQ cladding, the R and P values were 2.5 and 2.0, respectively",Zircaloy-2,LBQ,,in-reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk3,text,The uncertainties (one standard deviation) for the R and P values are about 5 and 15% respectively.,,,,in-reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,%,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk3,Table 3,"Cladding Type: A, Texture, Kearns factor: Radial: 0.64, Circumferential: 0.31, Axial: 0.08, Contractile Strain Ratio: 2.09",Zircaloy-2,Type A,,room temperature,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,0.64,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk4,text,"In compression tests using zirconium single crystals, Tenckhoff [11] has observed that the deformation system changes with temperature. The predominant twinning system seen at room temperature differed from that observed at 250 and 500°C.",zirconium,single crystals,,compression test,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk4,text,"In compression tests using zirconium single crystals, Tenckhoff [11] has observed that the deformation system changes with temperature. The predominant twinning system seen at room temperature differed from that observed at 250 and 500°C.",zirconium,single crystals,,compression test,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk4,text,"Jensen and Backofen [12] have studied the deformation of zirconium and Zircaloy-4 sheets with strongly developed textures. For both materials, they observed that there is a change in deformation mechanisms at about 300°C Below 300°C, the Zircaloy-4 deformed mainly by slip, but above 300°C twinning was also observed.",Zircaloy-4,sheets,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk4,text,Stehle et al. [13] observed that the mechanical anisotropy measured for Zircaloy cladding at 400°C is low compared to that observed at room temperature.,Zircaloy,cladding,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,
