alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,"Plastic deformation of this cladding can be defined by the R and P factors that are the circumferential/radial and axial/radial contractile strain ratios under uniaxial deformation along the axial and circumferential direction, respectively.",definition,,Abstract,,circumferential/radial contractile strain ratio,,STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,cladding,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,"Plastic deformation of this cladding can be defined by the R and P factors that are the circumferential/radial and axial/radial contractile strain ratios under uniaxial deformation along the axial and circumferential direction, respectively.",definition,,Abstract,,axial/radial contractile strain ratio,,STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,cladding,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,"For another type of Zircaloy-2 cladding (late beta-quenched (LBQ) cladding), in-reactor deformation performance correlates better with the tensile test results than the creep results.",judgement,,Abstract,late beta-quenched (LBQ),in-reactor deformation performance,,STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,cladding,tensile test,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,elastoplastic_model,"During the normal fabrication process using pilgering and intermediate annealing, the crystallographic planes in the majority of grains become oriented so that the majority of the basal poles lie in the radial-circumferential plane of the cladding with the highest density of basal poles oriented at plus and minus 30° to 40° from the radial direction.",measurement,,Text,"pilgering, intermediate annealing",basal pole orientation,deg,STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,cladding,,deg,,40.0,30.0
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,,,,STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,cladding,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,,,,STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,cladding,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,,,,STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,cladding,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,,,,STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,cladding,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,,,,STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,cladding,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,,,,STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,cladding,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,,,,STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,cladding,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Abstract,,,,STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,cladding,,,,,
,{},,"{'temp_C': None, 'medium': 'BWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",612547109e8c,1.0,elastoplastic_model,"In a boiling water reactor (BWR) fuel assembly, most fuel rods have a hoop stress to axial stress ratio of about 2:1.",measurement,,Abstract,,hoop stress to axial stress ratio,ratio,STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_028_chunk1,fuel rods,,ratio,2.0,,
