文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_019_chunk1,text,"Chemical analysis gave an average composition (weight percent) of 1.45Sn, 0.20Fe, and 0.23Cr",Zircaloy-4,plate,wrought,,,1.45,,0.2,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_019_chunk1,text,The Zircaloy tubing examined was cut from 14-mm thick Zircaloy-4 plate,Zircaloy-4,tubing,cut from plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,mm,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_019_chunk1,text,"Slip on the first order prism planes {10-10} along <1-210> directions is, at least at room temperature and temperatures up to some 400 to 500°C, the common slip system",zirconium,,,deformation,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_019_chunk1,text,"Slip on the first order prism planes {10-10} along <1-210> directions is, at least at room temperature and temperatures up to some 400 to 500°C, the common slip system",zirconium,,,deformation,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_019_chunk1,text,"Slip on the first order prism planes {10-10} along <1-210> directions is, at least at room temperature and temperatures up to some 400 to 500°C, the common slip system",zirconium,,,deformation,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_019_chunk2,text,"The plate was in the hot-rolled condition, and the microstructure showed recrystallized grains with a size of ASTM 10.",,hot-rolled,hot-rolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,ASTM
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_019_chunk2,text,The hardness on planes perpendicular to the rolling and transverse directions was $\mathbf { D P H } = \mathbf { \Gamma } _ { } 1 7 5$,,,,hardness test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,HV
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_019_chunk2,Table 1,"Material: hcp (Zr), crss ${10} twin/crss $110}slip = 1.5",Zr,,,critical resolved shear stress,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,1.5,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_019_chunk2,Table 1,"Material: Zircaloy-4, Form: sheet, crss ${10} twin/crss $110}slip = 1.55",Zircaloy-4,sheet,,critical resolved shear stress,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,1.55,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_019_chunk2,Table 1,"Material: Zircaloy-4, Form: tubing, crss ${10} twin/crss $110}slip = 1.25",Zircaloy-4,tubing,,critical resolved shear stress,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,1.25,,,,,,,,,,,
