文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_022_chunk1,abstract,Six zirconium alloys were exposed in as-etched and prefilmed (400 C steam) surface conditions,,as-etched; prefilmed,surface preparation,corrosion test,,,,,,,,,,,,,,,,,,400,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_022_chunk1,abstract,"The six alloys were Zircaloy-2, Zircaloy-4, Zr-3Nb-1Sn, Zr-2.5Nb, Zr-1.2Cu-0.28Fe, and Zr-1.2Cr-0.08Fe",Zircaloy-2; Zircaloy-4; Zr-3Nb-1Sn; Zr-2.5Nb; Zr-1.2Cu-0.28Fe; Zr-1.2Cr-0.08Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_022_chunk1,abstract,"Exposures were 25, 37, 77, and 174 days in high-flux, low-flux, out-of-flux, and out-of-reactor environments",,,,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_022_chunk1,abstract,"Exposures were 25, 37, 77, and 174 days in high-flux, low-flux, out-of-flux, and out-of-reactor environments",,,,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,888,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_022_chunk1,abstract,"Exposures were 25, 37, 77, and 174 days in high-flux, low-flux, out-of-flux, and out-of-reactor environments",,,,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,1848,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_022_chunk1,abstract,"Exposures were 25, 37, 77, and 174 days in high-flux, low-flux, out-of-flux, and out-of-reactor environments",,,,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,4176,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_022_chunk1,abstract,A series of in-reactor corrosion tests was conducted in the G-7 loop of the Engineering Test Reactor (ETR) in pH 10 NH4OH at 270 to 280 C,,,,corrosion test,,,,,,,,,,,,,,,,,,270,NH4OH,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_022_chunk1,abstract,A series of in-reactor corrosion tests was conducted in the G-7 loop of the Engineering Test Reactor (ETR) in pH 10 NH4OH at 270 to 280 C,,,,corrosion test,,,,,,,,,,,,,,,,,,280,NH4OH,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_022_chunk1,abstract,1.7×10^21 n/cm^2 >1 MeV on Zr-Cr-Fe and Zr-2.5Nb alloys,Zr-1.2Cr-0.08Fe; Zr-2.5Nb,,,irradiation test,,,,,,,,,,,,,,,,,,,,,,,1.7e+21,,,,,,,,,,,,,,,1.7e+21,n/cm^2,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_022_chunk1,introduction,specimens of six zirconium alloys exposed 174 days in a pressurized water loop at 270 to 280 C,,,,corrosion test,,,,,,,,,,,,,,,,,,270,water,,,,,4176,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_022_chunk1,introduction,specimens of six zirconium alloys exposed 174 days in a pressurized water loop at 270 to 280 C,,,,corrosion test,,,,,,,,,,,,,,,,,,280,water,,,,,4176,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_022_chunk1,experimental,The specimens were coupons 1 in. square and 0.030 to 0.050 in. thick,,coupon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
