文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1354-EB-Zirconium in the Nuclear Industry_12th Volume_049_chunk1,399,Anisotropy hydrogen impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1354-EB-Zirconium in the Nuclear Industry_12th Volume_049_chunk1,316,Axial splits,,degraded cladding,,Charpy testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1354-EB-Zirconium in the Nuclear Industry_12th Volume_049_chunk1,793,"Barrier layer, lithium in",,claddings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1354-EB-Zirconium in the Nuclear Industry_12th Volume_049_chunk1,735,Boiling water reactor corrosion loop test,,cladding,,corrosion loop test,,,,,,,,,,,,,,,,,,,BWR,,,,,,,,,,,,,,,,,,,,,,,,
STP1354-EB-Zirconium in the Nuclear Industry_12th Volume_049_chunk1,139,"Charpy energy, ultra-high-fluence",,,,Charpy test,,,,,,,,,,,,,,,,,,,,,,,ultra-high,,,,,,,,,,,,,,,,,,,,
STP1354-EB-Zirconium in the Nuclear Industry_12th Volume_049_chunk1,256,Cladding behavior under LOCA conditions,,cladding,,,,,,,,,,,,,,,,,,,,,LOCA,,,,,,,,,,,,,,,,,,,,,,,,
STP1354-EB-Zirconium in the Nuclear Industry_12th Volume_049_chunk2,139,ultra-high-fluence,Zircaloy,,,,,,,,,,,,,,,,,,,,,,,,,,ultra-high,,,,,,,,,,,,,,,,,,,,
STP1354-EB-Zirconium in the Nuclear Industry_12th Volume_049_chunk2,3,Texture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1354-EB-Zirconium in the Nuclear Industry_12th Volume_049_chunk2,425,tubing fabrication process,Zircaloy,tubing,fabrication process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1354-EB-Zirconium in the Nuclear Industry_12th Volume_049_chunk2,756,Water chemistry,Zircaloy,,,corrosion,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,
STP1354-EB-Zirconium in the Nuclear Industry_12th Volume_049_chunk2,196,long-range migration of hydrogen,,,,,,,,,,,,,,,,,,,,,,,water reactor,,,,,,,,,,,,,,,,,,,,,,,,
