文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1295-EB-Zirconium in the Nuclear Industry_11th Volume_005_chunk1,1232,Zircaloy-2 and -4 turned out to be very reliable materials that fulfilled all requirements for normal operation and likewise the requirements for postulated accidental conditions and for intermediate storage for many years.,Zircaloy-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,MWd/kgU,,,0.01,per cycle,,
STP1295-EB-Zirconium in the Nuclear Industry_11th Volume_005_chunk1,1232,A significant improvement of PWR corrosion behavior can be achieved with Zr alloys using the alloying elements of Zircaloy with somewhat modified concentrations.,Zr alloys,,composition modification,,,,,,,,,,,,,,,,,,,,PWR environment,,,,,,,,,,,,,,,,,,,,,,,,
STP1295-EB-Zirconium in the Nuclear Industry_11th Volume_005_chunk1,1232,increase of discharge burnups from about 10 MWd/kgU (BWR) and 20 MWd/kgU (PWR) to about 50 MWd/kgU nowadays,,,,irradiation,,,,,,,,,,,,,,,,,,,BWR,,,,,,,,,,,,,,,,,10.0,MWd/kgU,,,,,,
STP1295-EB-Zirconium in the Nuclear Industry_11th Volume_005_chunk1,1232,increase of discharge burnups from about 10 MWd/kgU (BWR) and 20 MWd/kgU (PWR) to about 50 MWd/kgU nowadays,,,,irradiation,,,,,,,,,,,,,,,,,,,PWR,,,,,,,,,,,,,,,,,20.0,MWd/kgU,,,,,,
STP1295-EB-Zirconium in the Nuclear Industry_11th Volume_005_chunk1,1232,our first important information on the irradiation-induced length growth of Zircaloy tubing came from pool-site measurements of MZFR fuel bundles,Zircaloy,tubing,,irradiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1295-EB-Zirconium in the Nuclear Industry_11th Volume_005_chunk1,1232,the austenitic stainless steels suffered from irradiation-assisted stress corrosion cracking in LWR environments,austenitic stainless steels,,,irradiation,,,,,,,,,,,,,,,,,,,LWR environments,,,,,,,,,,,,,,,,,,,,,,,,
STP1295-EB-Zirconium in the Nuclear Industry_11th Volume_005_chunk2,Table 1,"Discharge burnup, MWd/kgU, 55, 60",,,,operational condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0–-60.0,MPa,280.0–400.0,°C,55.0–60.0,MWd/kgU,,,1500.0–1800.0,days,,
STP1295-EB-Zirconium in the Nuclear Industry_11th Volume_005_chunk3,text,"In fully recrystallized material c-type dislocations are known to form at high fluences. This was confirmed by transmission electron microscopy (TEM) at a fluence of 1.5E22 $( \mathbf { c m } ^ { - 2 } , > 1 \mathbf { M e V } )$ [7].",,fully recrystallized,irradiation,TEM,,,,,,,,,,,,,,,,,,,,,,,1.5e+22,,,,,,,,,,,,,,,,,,,,
STP1295-EB-Zirconium in the Nuclear Industry_11th Volume_005_chunk3,Table 2,"Other material parameters that influence growth are grain size, tin content, and carbon content as shown in Table 2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1295-EB-Zirconium in the Nuclear Industry_11th Volume_005_chunk3,Fig. 2,From Fig. 2 it can be deduced that creep is faster under tensile than under compressive conditions as in the case of thermal creep.,Zircaloy,tubular samples,irradiation,in-reactor creep,,,,,,,,,,,,,,,,,,,reactor,,,,,,,,,,,,,,,,,,,,,,,,
