文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk1,abstract,transient plastic deformation of Zircaloy fuel sheathing during postulated loss-of-coolant accidents (LOCA),Zircaloy,fuel sheathing,,creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk1,abstract,"three phase fields of Zircaloy-4 (α, α+β, β)",Zircaloy-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0–1600.0,K,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk1,abstract,Athermal strain has practical significance only at lower temperatures (<900 K),Zircaloy,,,deformation,,,,,,,,,,,,,,,,,,626.85,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk1,text,α phase field (<1100 K),zirconium alloys,,,,,,,,,,,,,,,,,,,,,826.85,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk1,text,β phase field (>1250 K),zirconium alloys,,,,,,,,,,,,,,,,,,,,,976.85,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk1,text,constant true strain-rate compression tests of Luton [4] on α-zirconium-tin alloys,zirconium-tin alloys,α phase,,compression,,,,,,,,,,,,,,,,,,,,,constant,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk1,text,constant load creep tests of Clendening [5] on Zircaloy-4 fuel sheathing in the β-phase field,Zircaloy-4,"fuel sheathing, β phase",,creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk2,text,"Based on the analysis of constant true strain-rate compression tests [6], the changes in $\pmb { \sigma } _ { \mathrm { i } }$ are described by",,,,compression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk2,Table 1,TABLE 1-Constants for dislocation creep in $\alpha$ and $\beta$ Zircaloy-4 fuel sheaths.,Zircaloy-4,fuel sheathing,,creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000.0,MPa^-1 s^-1,,,,,0.016,E_a
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk3,text,Zircaloy-4 fuel sheathing is often used in the cold-worked and stressrelieved condition,Zircaloy-4,fuel sheathing,cold-worked and stress-relieved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,MPa,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk3,text,"recrystallization of heavily cold-worked fuel sheathing using thin-film electron microscopy, microhardness measurements, and tensile tests",Zircaloy-4,heavily cold-worked fuel sheathing,recrystallization,"microhardness, tensile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk3,text,$K _ { 2 } \ =$ a constant $( 1 . 4 7 \times 1 0 ^ { 2 1 } \ : \mathsf { s } ^ { - 1 } )$,Zircaloy-4,,recrystallization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47e+21,s^-1,,,,,,,,,3,μm
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk3,text,grain size of recrystallized fuel sheathing is very stable,Zircaloy-4,recrystallized fuel sheathing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk3,text,grain size to increase by only a factor of 2 after $^ { 1 \mathrm { ~ h ~ } }$ at $1 1 7 3 \ \mathbf { K }$,Zircaloy-4,,grain growth,,,,,,,,,,,,,,,,,,,900,,,,,,1,,,,,,,,,,,,,,,,,,2,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk3,text,by a factor of 10 after $^ { 1 \mathrm { ~ h ~ } }$ at 1223 K,Zircaloy-4,,grain growth,,,,,,,,,,,,,,,,,,,950,,,,,,1,,,,,,,,,,,,,,,,,,10,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk3,text,"At $1 2 7 3 \ \mathbf { K }$ , the $\beta$ grain size reaches $1 0 0 \mu \mathrm { m }$ in very short times",Zircaloy-4,,grain growth,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,100,μm
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk3,text,"Between 1173 and $1 2 5 0 ~ \mathrm { \bf K }$ , the grain size increases rapidly to $1 0 0 \ \mu \mathrm { m }$",Zircaloy-4,,grain growth,,,,,,,,,,,,,,,,,,,900-977,,,,,,,,,,,,,,,,,,,,,,,,100,μm
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk3,text,initial internal stress of 0.3 to ${ 0 . 4 } \mathrm { M P a }$,Zircaloy-4,,slow heating,compression,,,,,,,,,,,,,,,,,,1000-1200,,,<3e-4,,,,,,,,,,,0.3–0.4,MPa,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk4,text,"the internal stress generated in the $\beta$ phase on heating at 25 and 0.17 deg $\mathbf { K } \cdot \mathbf { s } ^ { - 1 }$ is 0.73 and $0 . 3 6 ~ \mathrm { M P a }$ , respectively",,,heating,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,0.73,MPa,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_023_chunk4,text,"the internal stress generated in the $\beta$ phase on heating at 25 and 0.17 deg $\mathbf { K } \cdot \mathbf { s } ^ { - 1 }$ is 0.73 and $0 . 3 6 ~ \mathrm { M P a }$ , respectively",,,heating,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,0.36,MPa,,,,,,,,,,
