文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_022_chunk1,text,The test specimens were machined from extruded Zr-2.5Nb tubes that had varying amounts of cold work,Zr-2.5Nb,extruded tubes,machined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_022_chunk1,Table 1,"Tubes Cold worked 18. 2, 10, 23, 33 extruded at 1003 K, cold drawn 0 to 33%, stress relieved 72 h/673 K",Zr-2.5Nb,cold worked,"extruded at 1003 K, cold drawn 0 to 33%, stress relieved 72 h/673 K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_022_chunk1,Table 1,"As extruded 3 extruded at 1100 K, stress relieved 24 h/673 K",Zr-2.5Nb,as extruded,"extruded at 1100 K, stress relieved 24 h/673 K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_022_chunk1,text,"Creep Tests—Helical springs, 230 mm long, machined from tubes Nos. 2 and 3",Zr-2.5Nb,helical springs,machined,creep test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_022_chunk1,text,The maximum shear stress at the midpoint of the long side ( b > a ) of the coil is τ = (1.12(3b+1.8a) P r)/(b²a²),Zr-2.5Nb,helical spring,,creep test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_022_chunk2,text,The stressed springs were irradiated in National Reactor Universal (NRU) test reactor in flowing water at 73±3 K in an average fast neutron flux (E > 1 MeV) of 2.2±0.1×10¹⁷ n·m⁻²·s⁻¹ for 12200 h,,stressed springs,irradiation,irradiation,,,,,,,,,,,,,,,,,,-200,flowing water,,,,2.2e+17,12200,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_022_chunk2,text,Two springs were tested in the laboratory in air at 573±2 K,,springs,laboratory testing,laboratory test,,,,,,,,,,,,,,,,,,300,air,,,,,,,,,,,,,,,,,,,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_022_chunk2,text,The lengths of the springs were measured at 2000 to 3000-h intervals using a dial gage accurate to 10 μm,,springs,measurement,length measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,μm,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_022_chunk2,text,Rods machined from two small and two large tubes were irradiated in Zircaloy-2 holders that maintained a twist of 18 or 22 deg during irradiation,,rods,irradiation,stress relaxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,°,,,,,,
STP824-EB-Zirconium in the Nuclear Industry_6th Volume_022_chunk2,text,The initial outer-fiber shear stresses were 60 or 75 MPa for μ = 28 GPa at 573 K,,rods,,stress relaxation,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,60,MPa,,,,,,
