文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_020_chunk1,text,Internal hydriding of Zircaloy cladding is a persistent cause of cladding failures,Zircaloy,cladding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,count,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_020_chunk1,text,"Hydrogen pickup in Zircaloy fuel rods falls into three categories: expected because of corrosion, accelerated, and massive",Zircaloy,fuel rod cladding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,mm,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_020_chunk1,text,Both accelerated and massive hydriding occurred at remote locations from the defect,Zircaloy,cladding,,in-pile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_020_chunk2,text,Hydrides in the vicinity of the defect hole were generally low in concentration with typical uniform levels of about 100 ppm,,cladding,irradiation,irradiation test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,ppm,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_020_chunk2,text,hydrogen concentrations ranged from <100 ppm near the inner surface to several hundred parts per million (ppm) or more near the outer surface,,cladding,irradiation,metallographic examination,,,,,,,,,,,,,,,,,,,ThO2-UO2 annulus,,,,,,,,,,,,,,,,,,,,,100–300,ppm,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_020_chunk3,Table 1,"Defected fuel rod; Temperature, K: 672; Time, h: 1224; Pit, mm: 5.2 × 10³; Measured pH2/PH20: 5 × 10⁻²; Critical pH2/PHo: 1.5 × 10³; Observation: normal corrosion and accelerated hydriding",Zircaloy-2,defected fuel rod,,corrosion test,,,,,,,,,,,,,,,,,,399,,,,,,1224,,,,,,,,,,,,,,,,1500,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_020_chunk3,Table 1,"Capsule; Temperature, K: 593; Time, h: 40; PH{2, mm: 760; Measured pH2/PH2: 1.25 × 10³; Critical pH2/P: 4.2 × 10²; Observation: no massive hydriding",Zircaloy-2,capsule,,corrosion test,,,,,,,,,,,,,,,,,,320,,,,,,40,,,,,,,,,,,,,,,,1250,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_020_chunk3,Table 1,"Capsule; Temperature, K: 591; Time, h: 21; PH{2, mm: 760; Measured pH2/PH2: 2.0 × 10³; Critical pH2/P: 4.2 × 10²; Observation: massive hydriding limited to end cap",Zircaloy-2,capsule,,corrosion test,,,,,,,,,,,,,,,,,,318,,,,,,21,,,,,,,,,,,,,,,,2000,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_020_chunk3,Table 1,"Capsule; Temperature, K: 593; Time, h: 12; PH{2, mm: 760; Measured pH2/PH2: 3.3 × 10; Critical pH2/P: 4.2 × 10²; Observation: crevice regions massive hydriding in crevice regions",Zircaloy-2,capsule,,corrosion test,,,,,,,,,,,,,,,,,,320,,,,,,12,,,,,,,,,,,,,,,,33,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_020_chunk3,Table 1,"Capsule; Temperature, K: 583; Time, h: 6; PH{2, mm: 760; Measured pH2/PH2: >107; Critical pH2/P: 4.2 × 10²; Observation: massive hydriding distributed uniformly along crevice",Zircaloy-2,capsule,,corrosion test,,,,,,,,,,,,,,,,,,310,,,,,,6,,,,,,,,,,,,,,,,107,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_020_chunk3,Table 1,"Tubingh; Temperature, K: 573; Time, h: 6; PH{2, mm: 760; Measured pH2/PH2: 10³ to 10; Critical pH2/P: 4.2 × 10²; Observation: accelerated hydriding",,tubing,,corrosion test,,,,,,,,,,,,,,,,,,300,,,,,,6,,,,,,,,,,,,,,,,10–1000,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_020_chunk4,table,"Vapor-blasted, 673 K, 72 h, PH{, mm: 0.1, Measured pH2/PH20: 1, Critical PH2/PH2: 1.1, Observation: no hydriding",,Vapor-blasted,,hydriding test,,,,,,,,,,,,,,,,,,399.85,,,,,,72,,,,,,,,,,,,,,,,,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_020_chunk4,table,"Etched, autoclaved, scratched, 623 K, 1008 h, PH{, mm: 0.4, Measured pH2/PH20: 5, Critical PH2/PH2: 2.7, Observation: normal corrosion",,"Etched, autoclaved, scratched",,hydriding test,,,,,,,,,,,,,,,,,,349.85,,,,,,1008,,,,,,,,,,,,,,,,,,,
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_020_chunk4,table,"Etched, 573 K, 1008 h, PH{, mm: 0.4, Measured pH2/PH20: 5, Critical PH2/PH2: 2.7, Observation: normal corrosion hydridng",,Etched,,hydriding test,,,,,,,,,,,,,,,,,,299.85,,,,,,1008,,,,,,,,,,,,,,,,,,,
