文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk1,1,"In 1969, analysis of fuel defects in the Douglas Point power reactor indicated that the power ramp defects tended to occur preferentially in fuel with high strength/low ductility sheathing.",Zircaloy,sheathing,,power ramp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,%,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk1,1,We conclude that the initial metallurgical properties of the tubing have little influence on the defect behavior of power ramped fuel; thus the limits on mechanical property requirements of the sheath have become less stringent.,Zircaloy,tubing,,power ramp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk2,text,"after an irradiation of 2 to $3 ~ \times$ $1 \bar { 0 } ^ { 2 4 }$ neutrons $( { \bf n } ) / { \bf m } ^ { 2 } ( > 1 \ { \bf M } { \bf e } { \bf V } )$ at $\backsim 3 0 0 \%$ , the ductility of Zircaloy tubes with a high level of cold work was very low",Zircaloy,irradiated,cold work,,,,,,,,,,,,,,,,,,,,,,,,2-3e24 n/m² (>1 MeV),,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk2,text,tubes with a room temperature axial ultimate tensile strength (UTS) of $> 7 0 0$ MPa $( > 1 0 0 \ \mathrm { k s i } )$ had a total circumferential elongation (TCE) of less than 1 percent in a $3 0 0 ^ { \circ } \mathbf { C }$ burst test after irradiation,Zircaloy,irradiated,,burst test,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,700,MPa,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk2,text,The sheathing specification therefore was changed to ensure a high TCE in the burst test $_ { ( > 1 8 . 5 }$ percent) before irradiation,Zircaloy,unirradiated,,burst test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,%,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk2,text,Annealed Zircaloy has a lower in-reactor creep rate than cold worked material,Zircaloy,,annealed,in-reactor creep test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk3,Table 3,BA 3 h at 537°C high ductility,,sheathing,3 h at 537°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.0,MPa,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk4,Table,U-226 and U-228 Bundle BA Outer Element Linear Power Low Power Prior to Ramp 22.9 kW/m,,,,irradiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,kW/m,36.0,MWh/kg U,5.0,count,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk5,text,CANDU fuel bundles incorporate $\mathbf { Z r - S B e }$ brazements for attaching Zircaloy interelement spacer pads and bundle-to-pressure tube bearing pads to the Zircaloy sheaths,Zr-SBe,brazed joint,brazing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk5,text,"The brazing cycle involves heating the circumference of the sheath to $1 0 5 0 ^ { \circ } \mathrm { C }$ in about $4 5 \ \mathsf { s }$ , holding at temperature for $2 0 \ \mathsf { s }$ , and cooling at about $1 5 \%$",Zircaloy,sheath,brazing,,,,,,,,,,,,,,,,,,,1050,,,,,,0.0125,,,,,,,,,,1050,°C,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk5,text,The braze HAZs generally have lower strength (axial yield strength $\sim \sim \sim \sim 0$ MPa) and lower ductility $( \mathrm { T C E } = 1 4 . 5 $ to 18.4 percent) than the as-received (tube-reduced and stress-relieved) material,Zircaloy,braze HAZ,brazing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,MPa
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk5,text,the fuel defect rate since 1972 has been about 0.03 percent,Zircaloy,fuel sheath,irradiated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,kW/m/s,,,0.03,%,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk5,text,the basketweave structure has been favored because it has a higher total circumferential elongation in the burst test than the parallel plate structure,Zircaloy,basketweave structure,brazing,burst test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk5,text,Early iodine stress corrosion tests on specimens cut from irradiated Pickering-size fuel elements showed that the braze HAZs were more susceptible to cracking than the as-received (tube-reduced and stress-relieved) specimens,Zircaloy,braze HAZ,irradiated,iodine stress corrosion,,,,,,,,,,,,,,,,,,,iodine,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk5,text,recent results with Bruce-size sheathing have given the opposite result,Zircaloy,Bruce-size sheathing,irradiated,iodine stress corrosion,,,,,,,,,,,,,,,,,,,iodine,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk6,Summary and Conclusions,Stringent specification of sheath mechanical properties to avoid power ramp defects is not warranted,Zircaloy,,,power ramp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk6,Summary and Conclusions,Sheath mechanical properties can be based on other considerations such as the necessity to resist collapse or longitudinal ridging due to the coolant pressure,Zircaloy,,,"collapse resistance, ridging resistance",,,,,,,,,,,,,,,,,,,coolant,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk6,Summary and Conclusions,"The presence of braze HAZs in the sheathing, which considerably alters the structure and mechanical properties, does not affect significantly the performance of CANDU fuel bundles",Zircaloy,braze HAZ,brazing,fuel performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_012_chunk6,Summary and Conclusions,Proper fuel management to limit maximum bundle powers and power increases and the use of CANLUB sheath coatings have proved to be the best ways of reducing the number of fuel defects due to power increases,Zircaloy,CANLUB coated,coating,power increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
