文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_032_chunk1,text,Zircaloy-2 is Zr-(1.2 to 1.7) weight percent Sn-(0.70 to 0.20) weight percent Fe-(0.05 to 0.15) weight percent Cr-(0.03 to 0.08) weight percent Ni <1400 ppm O2,Zircaloy-2,,,,"{'value': None, 'unit': 'wt%', 'min': None, 'max': None}","{'value': None, 'unit': 'wt%', 'min': 1.2, 'max': 1.7}",,"{'value': None, 'unit': 'wt%', 'min': 0.2, 'max': 0.7}","{'value': None, 'unit': 'wt%', 'min': 0.05, 'max': 0.15}","{'value': None, 'unit': 'wt%', 'min': 0.03, 'max': 0.08}",,,,,"{'value': 1400.0, 'unit': 'ppm', 'min': None, 'max': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_032_chunk1,Table 1,0.2% yield strength 395 MPa,,stress relieved sheathing,,Longitudinal Tensile,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,395.0,MPa,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_032_chunk1,Table 1,0.2% yield strength 310 MPa,,annealed sheathing,,Longitudinal Tensile,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,310.0,MPa,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_032_chunk1,Table 1,ultimate hoop strength 620 MPa,,stress relieved sheathing,,Closed-end Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,MPa,,,,,,,,,35.0,%
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_032_chunk1,Table 1,ultimate hoop strength 590 MPa,,annealed sheathing,,Closed-end Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0,MPa,,,,,,,,,40.0,%
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_032_chunk1,Table 1,Corrosion ≤22 mg/dm2 after 72 h in steam at 673 ± 5 K,,,,Corrosion,,,,,,,,,,,,,,,,,,400.0,steam,,,,,72.0,,,,,,,,,,,,,,,,22.0,mg/dm2,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_032_chunk1,Table 1,≤38 mg/dm2 after 14 days in steam at 673 ± 5 K,,,,Corrosion,,,,,,,,,,,,,,,,,,400.0,steam,,,,,336.0,,,,,,,,,,,,,,,,38.0,mg/dm2,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_032_chunk2,text,"However, 1 mm-thick sheet can be fabricated to tolerances of ± 0.05 mm on thickness, and this tolerance can be maintained through tube forming and seam welding operations.",,sheet,fabrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,mm,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_032_chunk2,text,Many Zircaloy-2 tubes are fabricated by this method.,Zircaloy-2,tubes,seam welding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_032_chunk2,text,"Zr-2.5Nb tubes also can be fabricated by this technique, but after irradiation the ductility of the weld and the heat affected zones is lower than in Zircaloy-2.",Zr-2.5Nb,tubes,seam welding,irradiation test,97.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
