文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk1,1,Fabrication of Zircaloy reactor components results in a marked preferred crystallographic orientation,Zircaloy,reactor components,fabrication,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked preferred,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk1,1,"tubing was in the stress-relieved condition, pressurized water reactor (PWR) type, with $1 0 . 9 2 \mathrm { - m m }$ diameter and $0 . 6 3 5 { \cdot } \mathrm { m m }$ wall thickness",Zircaloy,stress-relieved,fabrication,dimensional measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92,mm,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk1,1,Round-robin participants were instructed to perform texture analysis at the mid-wall using their standard texture technique,Zircaloy,mid-wall,texture analysis,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk1,1,all participants chose X-ray diffraction as their analytical tool,Zircaloy,,texture analysis,X-ray diffraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk2,text,"Seven participants prepared the radial-direction specimen to a mid-wall thickness by the method devised by Tenckhoff and Rittenhouse [14]. Using their method, the tubing wall is first thinned by machining, chemically thinned to the final thickness, cut to size, and flattened elastically.",,radial-direction specimen,"machining, chemical thinning, cutting, elastic flattening",specimen preparation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk2,text,Other laboratories cut narrow axial sections and secured them adjacent to each other on a platen.,,axial sections,"cutting, securing on platen",specimen preparation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk2,text,Composite specimens for the longitudinal and tangential directions were prepared by stacking sections of tubing together.,,composite specimens,stacking sections,specimen preparation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,μm
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk2,Table 1,"A: Full 40, Partial •.•, Inverse 40",,tubing,,direct full pole figure analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,cm
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk2,Table 1,"M: Full •••, Partial 5, Inverse 5",,tubing,,direct partial pole figure analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,cm,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk2,text,"Three laboratories (B, C, M) performed back-reflection partial direct pole figure [14] analyses using only the radial-direction specimens.",,radial-direction specimens,,back-reflection partial direct pole figure analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk2,text,"Laboratories K and J also used only the radial-direction specimen, but coupled the reflection and transmission methods [15] to achieve a complete pole figure.",,radial-direction specimen,,reflection and transmission methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk2,text,"All remaining laboratories used the reflection [16] method utilizing three orthogonal specimens representing the radial, longitudinal, and tangential directions of the tube.",,three orthogonal specimens,,reflection method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk3,text,f_r (0002) 0.54-0.66,,standard tubing,,texture characterization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54–0.66,,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk3,text,Laboratory A f_r 0.636,,OD,,texture characterization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.636,,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk3,text,Laboratory A f_r 0.640,,MW,,texture characterization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk3,text,Laboratory A f_r 0.657,,ID,,texture characterization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.657,,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk3,text,Laboratory F f_r 0.577,,MW,,texture characterization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.577,dimensionless
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk4,Table,"Laboratory A: fr=0.579, ff=..•, ff$=•••, ∑f=•.•, Radial (0002)=2.9, {1010}=0.03, {1120}=1.2, Tangential (0002)=•••, {1010}=•••, {1120}=• .•, Rema=OD",,,,Texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.579,dimensionless
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk5,text,The procedure results in a $0 . 1 \mathrm { - m m }$ -thick specimen whose exposed surface is ${ \le } 0 . 0 5 \ \mathrm { m m }$ from the midplane of the original tubing.,Zircaloy,"machined, chemically milled, flattened",specimen preparation,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,mm
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk5,text,For transmission specimens the surface area should be somewhat larger and the specimen thinned to ${ < } 0 . 1 \ \mathrm { m m }$ .,Zircaloy,transmission specimen,specimen preparation,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_006_chunk5,text,Counting times varied from 1 s per data point (Laboratory B) to $\bf { 2 0 ~ s }$ per data point (Laboratory C).,Zircaloy,,texture measurement,pole figure analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0–20.0,s
