alloy_name,composition,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
Zircaloy-2,{},"{'temp_C': 250.0, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",154f1d0832a1,0.9,thermal_expansion,Zircaloy-2 has been used for pressure tubes in water reactors which operate in the temperature range 250 to 300°C,range,,text,,operating temperature,°C,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,pressure tube,,°C,,300.0,250.0
Zircaloy-2,{},"{'temp_C': 250.0, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",154f1d0832a1,0.9,elastoplastic_model,the anticipated creep strain under design conditions is of the order of 2 percent,value,,text,,creep strain,%,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,pressure tube,creep,%,2.0,,
Zircaloy-2,{},"{'temp_C': 250.0, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",154f1d0832a1,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,pressure tube,,,,,
Zircaloy-2,{},"{'temp_C': 250.0, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",154f1d0832a1,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,pressure tube,,,,,
Zircaloy-2,{},"{'temp_C': 250.0, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",154f1d0832a1,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,pressure tube,,,,,
Zircaloy-2,{},"{'temp_C': 250.0, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",154f1d0832a1,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,pressure tube,,,,,
Zircaloy-2,{},"{'temp_C': 250.0, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",154f1d0832a1,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,pressure tube,,,,,
Zircaloy-2,{},"{'temp_C': 250.0, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",154f1d0832a1,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,pressure tube,,,,,
Zircaloy-2,{},"{'temp_C': 250.0, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",154f1d0832a1,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,pressure tube,,,,,
Zircaloy-2,{},"{'temp_C': 300.0, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",2c238076c66e,0.9,thermal_expansion,Zircaloy-2 has been used for pressure tubes in water reactors which operate in the temperature range 250 to 300°C,range,,text,,operating temperature,°C,STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,pressure tube,,°C,,300.0,250.0
