文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,text,Zircaloy-2 has been used for pressure tubes in water reactors which operate in the temperature range 250 to 300°C,Zircaloy-2,pressure tube,,,,,,,,,,,,,,,,,,,,250.0,water,,,,,,,,,,,,,2.0,%,250.0–300.0,°C,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,text,Zircaloy-2 has been used for pressure tubes in water reactors which operate in the temperature range 250 to 300°C,Zircaloy-2,pressure tube,,,,,,,,,,,,,,,,,,,,300.0,water,,,,,,,,,,,,,2.0,%,250.0–300.0,°C,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,text,Irradiation enhances the creep rate under these conditions to such an extent that design must be based on creep rupture,Zircaloy-2,,,irradiation creep,,,,,,,,,,,,,,,,,,250.0,water,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,text,Irradiation enhances the creep rate under these conditions to such an extent that design must be based on creep rupture,Zircaloy-2,,,irradiation creep,,,,,,,,,,,,,,,,,,300.0,water,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,text,These show that the time to reach 2 or 3 percent strain is only about half the time to failure,Zircaloy-2,,,creep-rupture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000.0,MPa
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,text,"in tests at 300°C and 16,000 psi extending to 10,000 h, primary creep forms a large proportion of the creep deformation and the secondary creep rates are low (~1 × 10^-8 in./in./h)",Zircaloy-2,pressure tube,,creep,,,,,,,,,,,,,,,,,,300.0,,110.32,,,,10000.0,,,,,,,,1e-08,s-1,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,text,"at the operating stress, the anticipated creep strain in 20 to 30 yr is in the range 0.1 to 0.2 percent",Zircaloy-2,pressure tube,,creep,,,,,,,,,,,,,,,,,,,,,,,,175200.0,,,,,,,,0.1–0.2,%,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,text,"at the operating stress, the anticipated creep strain in 20 to 30 yr is in the range 0.1 to 0.2 percent",Zircaloy-2,pressure tube,,creep,,,,,,,,,,,,,,,,,,,,,,,,262800.0,,,,,,,,0.1–0.2,%,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,text,"the design stress was limited to one third of the ultimate tensile strength (UTS) at temperature, that is, 16,000 psi",Zircaloy-2,pressure tube,,tensile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.0,MPa
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,text,"Taking a typical design temperature of 275°C, this figure predicts a stress of almost 40,000 psi for rupture in 100,000 h",Zircaloy-2,cold-worked,,stress-rupture,,,,,,,,,,,,,,,,,,275.0,,,,,,100000.0,,,,,,,,40000.0,MPa,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,text,"these data, which are included in Fig. 2, suggest that irradiation is likely to increase the rupture strength",Zircaloy-2,cold-worked,,irradiation stress-rupture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,text,"Design codes for steel pressure vessels permit 1 percent creep deformation in 100,000 h (11½ yr)",,,,creep,,,,,,,,,,,,,,,,,,,,,,,,100000.0,,,,,,,,1.0,%,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,text,"for a plant operating 20 to 30 yr, the creep deformation could be in the range 2 to 3 percent",,,,creep,,,,,,,,,,,,,,,,,,,,,,,,175200.0,,,,,,,,2.0–3.0,%,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk1,text,"for a plant operating 20 to 30 yr, the creep deformation could be in the range 2 to 3 percent",,,,creep,,,,,,,,,,,,,,,,,,,,,,,,262800.0,,,,,,,,2.0–3.0,%,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk2,text,"Life fractions for 1, 2, and 3 percent strain are included in Table 2, the average values being 0.20, 0.47, and 0.66, respectively",Zircaloy-2,cold-worked,,tube-rupture,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,0.2,,,,2.0,%,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk3,Fig. 5,FIG. 5—Strain-limit approach based on tubular stress-rupture data at $3 0 0 ~ C$ .,,,,stress-rupture,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,375.8,MPa,,,4.0,h,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk4,Table 3,Test No. and Ref. U2-Mk. III [4] tube Temp. 285 deg C Stress 11 500 psi Flux 2.7 × 10¹³ n/cm² sec Duration 5 700 h Creep Rate 1.9 × 10⁻⁷ in./in./h,,,,irradiation creep,,,,,,,,,,,,,,,,,,285.0,,79.29,,,27000000000000.0,5700.0,,,,,,,,,,,,1.9e-07,1/h,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk4,Table 3,Test No. and Ref. U2-Mk. IV [4] tube Temp. 281 deg C Stress 11 000 psi Flux 2.7 × 10¹³ n/cm² sec Duration 11000 h Creep Rate 1.8 × 10⁻⁷ in./in./h,,,,irradiation creep,,,,,,,,,,,,,,,,,,281.0,,75.84,,,27000000000000.0,11000.0,,,,,,,,,,,,1.8e-07,1/h,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk4,Table 3,Test No. and Ref. U2-Mk. IX [4] tube Temp. 286 deg C Stress 13 400 psi Flux 3.1 × 10¹³ n/cm² sec Duration 3 300 h Creep Rate 2.9 × 10⁻⁷ in./in./h,,,,irradiation creep,,,,,,,,,,,,,,,,,,286.0,,92.39,,,31000000000000.0,3300.0,,,,,,,,,,,,2.9e-07,1/h,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk4,Table 3,Test No. and Ref. U2-Mk. IX tube Temp. 286 deg C Stress 17 300 psi Flux 3.1 × 10¹³ n/cm² sec Duration 3 300 h Creep Rate 3.6 × 10⁻⁷ in./in./h,,,,irradiation creep,,,,,,,,,,,,,,,,,,286.0,,119.26,,,31000000000000.0,3300.0,,,,,,,,,,,,3.6e-07,1/h,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk4,Table 3,Test No. and Ref. NPD [4] tube Temp. 268 deg C Stress 10 600 psi Flux 1.15 × 10¹³ n/cm² sec Duration 29 000 h Creep Rate 5.5 × 10⁻⁸ in./in./h,,,,irradiation creep,,,,,,,,,,,,,,,,,,268.0,,73.08,,,11500000000000.0,29000.0,,,,,,,,,,,,5.5e-08,1/h,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_017_chunk4,Table 3,Test No. and Ref. U3-Mk. V [4] tube Temp. 327 deg C Stress 4 900 psi Flux 3.1 × 10¹³ n/cm² sec Duration 13 000 h Creep Rate 9.1 × 10⁻⁸ in./in./h,,,,irradiation creep,,,,,,,,,,,,,,,,,,327.0,,33.78,,,31000000000000.0,13000.0,,,,,,,,,,,,9.1e-08,1/h,,,,,,
