alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,hardening,conversion yield from sponge to Zircaloy hardwares varies from 25 to 40%,measurement,,text,sponge to hardware conversion,conversion yield,%,STP939-EB-Zirconium in the Nuclear Industry_7th Volume_012_chunk1,hardwares,yield measurement,%,25,40,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,sponge to hardware conversion,,,STP939-EB-Zirconium in the Nuclear Industry_7th Volume_012_chunk1,hardwares,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,sponge to hardware conversion,,,STP939-EB-Zirconium in the Nuclear Industry_7th Volume_012_chunk1,hardwares,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,sponge to hardware conversion,,,STP939-EB-Zirconium in the Nuclear Industry_7th Volume_012_chunk1,hardwares,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,sponge to hardware conversion,,,STP939-EB-Zirconium in the Nuclear Industry_7th Volume_012_chunk1,hardwares,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,sponge to hardware conversion,,,STP939-EB-Zirconium in the Nuclear Industry_7th Volume_012_chunk1,hardwares,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,sponge to hardware conversion,,,STP939-EB-Zirconium in the Nuclear Industry_7th Volume_012_chunk1,hardwares,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,sponge to hardware conversion,,,STP939-EB-Zirconium in the Nuclear Industry_7th Volume_012_chunk1,hardwares,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,sponge to hardware conversion,,,STP939-EB-Zirconium in the Nuclear Industry_7th Volume_012_chunk1,hardwares,,,,,
Zircaloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,hardening,"remeltable scrap, about 50 to 60%",measurement,,text,scrap generation,scrap percentage,%,STP939-EB-Zirconium in the Nuclear Industry_7th Volume_012_chunk1,scrap,percentage measurement,%,50,60,
