alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%'}, 'Nb': {'value': 2.5, 'unit': 'wt%'}}",Zr-2.5% Nb,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,Specimens of cold-worked $Z \bar { \mathbf { r } } { - } 2 . 5 \%$ Nb pressure tube material,judgement,,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,cold-worked,irradiation,,,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,machined from the mid-sections of the relevant pressure tubes in the cold-worked condition,judgement,,text,machining,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,cold-worked,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%'}, 'Nb': {'value': 2.5, 'unit': 'wt%'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,cold-worked,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%'}, 'Nb': {'value': 2.5, 'unit': 'wt%'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,cold-worked,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%'}, 'Nb': {'value': 2.5, 'unit': 'wt%'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,cold-worked,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%'}, 'Nb': {'value': 2.5, 'unit': 'wt%'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,cold-worked,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%'}, 'Nb': {'value': 2.5, 'unit': 'wt%'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,cold-worked,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%'}, 'Nb': {'value': 2.5, 'unit': 'wt%'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,cold-worked,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%'}, 'Nb': {'value': 2.5, 'unit': 'wt%'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,cold-worked,,,,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': 18.0, 'fluence': 7.5e+25, 'time_h': None, 'atmosphere': None}",da6c40747514,,irradiation_creep,irradiated unstressed in the Dido reactor at Atomic Energy Research Establishment (AERE) Harwell to fluences up to $7 . 5 \ \times \ 1 0 ^ { 2 5 } \ \mathrm { n / m ^ { 2 } }$ $E > 1$ MeV (about 18 dpa),judgement,,text,irradiation,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,unstressed,irradiation,,,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': 18.0, 'fluence': 7.5e+25, 'time_h': None, 'atmosphere': None}",da6c40747514,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,irradiation,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,unstressed,,,,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': 18.0, 'fluence': 7.5e+25, 'time_h': None, 'atmosphere': None}",da6c40747514,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,irradiation,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,unstressed,,,,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': 18.0, 'fluence': 7.5e+25, 'time_h': None, 'atmosphere': None}",da6c40747514,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,irradiation,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,unstressed,,,,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': 18.0, 'fluence': 7.5e+25, 'time_h': None, 'atmosphere': None}",da6c40747514,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,irradiation,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,unstressed,,,,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': 18.0, 'fluence': 7.5e+25, 'time_h': None, 'atmosphere': None}",da6c40747514,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,irradiation,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,unstressed,,,,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': 18.0, 'fluence': 7.5e+25, 'time_h': None, 'atmosphere': None}",da6c40747514,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,irradiation,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,unstressed,,,,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': 18.0, 'fluence': 7.5e+25, 'time_h': None, 'atmosphere': None}",da6c40747514,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,irradiation,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,unstressed,,,,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': 18.0, 'fluence': 7.5e+25, 'time_h': None, 'atmosphere': None}",da6c40747514,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,irradiation,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,unstressed,,,,,,
Zr-2.5Nb,,,"{'temp_C': 553.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",bbc4e409d564,,irradiation_swelling,irradiation growth behavior has been investigated as a function of temperature in the range 553 to $6 2 \bar { 3 } \mathrm { ~ K ~ }$,judgement,,text,,growth,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,irradiation growth,,,,,
Zr-2.5Nb,,,"{'temp_C': 553.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",bbc4e409d564,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 553.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",bbc4e409d564,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 553.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",bbc4e409d564,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 553.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",bbc4e409d564,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 553.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",bbc4e409d564,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 553.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",bbc4e409d564,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 553.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",bbc4e409d564,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 553.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",bbc4e409d564,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 623.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a3005a7873a,,irradiation_swelling,irradiation growth behavior has been investigated as a function of temperature in the range 553 to $6 2 \bar { 3 } \mathrm { ~ K ~ }$,judgement,,text,,growth,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,irradiation growth,,,,,
Zr-2.5Nb,,,"{'temp_C': 623.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a3005a7873a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 623.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a3005a7873a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 623.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a3005a7873a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 623.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a3005a7873a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 623.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a3005a7873a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 623.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a3005a7873a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 623.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a3005a7873a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': 623.0, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3a3005a7873a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,The growth strains and strain rates in the axial direction are found to decrease with increased irradiation temperature,judgement,,text,,growth strain,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,irradiation growth,,,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,The measured plastic elongation rates are about $4 \mathrm { m m }$ per reactor year,measurement,,text,,elongation rate,mm/year,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,elongation,mm/y,4.0,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,,"Longitudinal (L) and transverse (T, Materials R1, R2, R3, and D1 only) irradiation growth specimens 60 by 9.9 by $1 . 5 ~ \mathsf { m m }$",measurement,,text,machined,specimen dimensions,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,mm,,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,"Stress-relieving was performed with the material clamped flat, before machining",judgement,,text,stress-relieving,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,,,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,"AR: Dislocation Density, 4.2 × 1014 m -2",measurement,,Table 1,,dislocation density,m^-2,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,m^-2,420000000000000.0,,,
Zr-2.5Nb,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,"AR: Grain Thickness, 0.32 μm",measurement,,Table 1,,grain thickness,μm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_045_chunk1,,,μm,0.32,,,
