文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_015_chunk1,abstract,Cladding specimens were obtained from two fuel rods irradiated in the Big Rock Point Reactor to a burnup of ${ \sim } 8$ gigawatt days per ton.,Zircaloy,irradiated,irradiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,GWd/t,4.0,μm,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_015_chunk1,abstract,"The cladding specimens, with the fuel removed, were subjected to stress-rupture tests in an iodine environment using internal gas pressurization to evaluate their stress corrosion cracking (SCC) susceptibility.",Zircaloy,irradiated,fuel removal,stress-rupture test,,,,,,,,,,,,,,,,,,,iodine,,,,,,,,,,,,,,,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_015_chunk1,abstract,All tests were conducted at an initial iodine concentration of $0 . 6 ~ \mathrm { m g } / \mathrm { c m } ^ { 2 }$ and a temperature of $3 2 5 \mathrm { { \circ C } }$,Zircaloy,irradiated,,stress-rupture test,,,,,,,,,,,,,,,,,,325.0,iodine,,,,,,,,,,,,,,,,,,,,,0.6,mg/cm²,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_015_chunk1,text,"The cladding material is Zircaloy-2, which was originally in the cold-worked/stress-relieved condition.",Zircaloy-2,cold-worked/stress-relieved,"cold-working, stress-relieving",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_015_chunk1,Table 1,"Rod No. JJ 400002, Specimen No. prefix 165 F, Cladding material cold-worked, stress-relieved Zircaloy-2, Burnup 8.4 GWd/t, Cladding outside diameter 9.66 mm, Wall thickness 0.86 mm, Fission-gas release 14.3 %, Inside-diameter surface oxide 3 to 4 (breached) μm",Zircaloy-2,"cold-worked, stress-relieved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.66,mm,,,,,8.4,GWd/t,3.0–4.0,μm,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_015_chunk2,text,$\sim 2 0 0$ MPa for Rod 165F,,Rod 165F cladding,,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,MPa
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_015_chunk2,text,0.19 percent for Specimen 165E4,,Specimen 165E4,,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,%,,,,,,,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_015_chunk2,text,The subsequent introduction of $2 5 { \mathrm { ~ m g } }$ of iodine resulted in a failure at $2 0 5 \mathrm { M P a }$ after $\dot { 3 } . 1 \times 1 0 ^ { 4 } \ : s$ (8.6 h),,Specimen 165F10,,SCC,,,,,,,,,,,,,,,,,,,iodine,,,,,8.6,,,,,,,,,,,,,,,,,,205.0,MPa
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_015_chunk2,text,high-burnup $( { \sim } 2 4  \ \mathrm { G W } \mathsf { d } / \mathsf { t } )$ Big Rock Point (BRP) fuel rods,BRP cladding,cladding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,GWd/t,,,,
STP754-EB-Zirconium in the Nuclear Industry_5th Volume_015_chunk2,text,The BRP curve indicates that the threshold stress for specimens from both rods is above that of other cladding,,"Rod 165E, Rod 165F cladding",,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
