文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk1,abstract,Long-term static autoclave corrosion tests were conducted on Zircaloy-4 tube specimens in water at $6 3 3 \mathrm { ~ K ~ }$ .,Zircaloy-4,tube,,static autoclave corrosion test,,,,,,,,,,,,,,,,,,360.0,water,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk1,abstract,"The material variables included in this investigation were: annealing parameter range $1 0 ^ { - 1 7 }$ to $1 0 ^ { - 1 9 } \mathrm { ~ h ~ }$ with $Q / R \ = \ 4 0 0 0 0 \ \mathrm { K } ,$",Zircaloy-4,,annealing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.0,day,1e-17–1e-19,h
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk1,abstract,The estimated hydrogen levels at transition agreed reasonably with the hydrogen solubility in Zircaloy at $6 3 3 \mathrm { ~ K ~ }$ .,Zircaloy,,,,,,,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk1,text,"Under the reducing conditions of excess hydrogen pressure in PWRs, the hydrogen absorption fraction is relatively large (18 to $20 \%$ )",Zircaloy,cladding,,,,,,,,,,,,,,,,,,,,,,,,,,,PWR reducing conditions,,,,,,,,,,,,,,,18.0–20.0,%,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk1,text,low values (less than ${ \sim } 1 0 \%$ under the oxidizing conditions of BWRs,Zircaloy,cladding,,,,,,,,,,,,,,,,,,,,,,,,,,,BWR oxidizing conditions,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk1,text,zirconium hydride phase is brittle at temperatures less than about ${ 7 0 0 ~ \bf K }$,,phase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk1,text,"zirconium alloy specimens containing hydride precipitates (i.e., composites) when subjected to mechanical testing are not brittle above about $5 7 5 \ \mathrm { K }$ .",zirconium alloy,composite with hydride precipitates,,mechanical testing,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk1,text,"in another investigation the oxidation rate of a Zircaloy-2 specimen with $1 0 0 0 \ \mathsf { p p m }$ hydrogen in the presence of heat flux at $5 7 3 \mathrm { \textrm { K } }$ was not significantly different from that of a specimen without the high level of hydrogen [5,6].",Zircaloy-2,,,oxidation test,,,,,,,,,,,,,,,1000.0,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk1,text,An addition of up to 3000 ppm hydrogen had no effect on oxidation rate at ${ 7 7 3 \ \bf K }$ [5].,Zircaloy,,,oxidation test,,,,,,,,,,,,,,,3000.0,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk2,Table 1,"Specimen No. 2. EPRI Std. Sn% 1.55 Fe% 0.20 Cr% 0.11 Si, ppm 83 C, ppm 140 Integrated Annealing Parameter, ha 1 × 10 exp-17 Final Heat Treatment SRA",Zircaloy-4,EPRI Std.,SRA,,,"{'value': 1.55, 'unit': 'wt%'}",,"{'value': 0.2, 'unit': 'wt%'}","{'value': 0.11, 'unit': 'wt%'}",,,,,,,,,"{'value': 140, 'unit': 'ppm'}",,,"{'value': 83, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,1e-17,h
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk2,Table 1,"Specimen No. 3. i Sn% 1.50 Fe% 0.21 Cr% 0.11 Si, ppm 80 C, ppm 140 Final Heat Treatment P SRAe A",Zircaloy-4,i,SRA,,,"{'value': 1.5, 'unit': 'wt%'}",,"{'value': 0.21, 'unit': 'wt%'}","{'value': 0.11, 'unit': 'wt%'}",,,,,,,,,"{'value': 140, 'unit': 'ppm'}",,,"{'value': 80, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk2,Table 1,"Specimen No. 4. j Sn% 1.44 Fe% 0.23 Cr% 0.10 Si, ppm <20 C, ppm <115 Integrated Annealing Parameter, ha 1.1 × 10 exp 19 Final Heat Treatment SRA",Zircaloy-4,j,SRA,,,"{'value': 1.44, 'unit': 'wt%'}",,"{'value': 0.23, 'unit': 'wt%'}","{'value': 0.1, 'unit': 'wt%'}",,,,,,,,,"{'value': '<115', 'unit': 'ppm'}",,,"{'value': '<20', 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,1.1e+19,h
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk3,Table 2,"Specimen No., Test Duration, days, Weight Gain per Unit Area at End of Corrosion Test, mg/dm2, Weight Gain Corresponding to Transition,a mg/dm2, Corrosion Test Time Corresponding to Transition, days(a), Estimated Cladding Hydrogen Concentration at Transition, ppm(b)",Zircaloy,corrosion tube specimens,corrosion test,corrosion test,,,,,,,,,,,,,,,,,,,water autoclave,,,,,,,,,,,,,,,,,,,,,661.0,days,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk4,Fig. 6,Specimens 7 has a recrystallized microstructure.,,Specimen 7,recrystallized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recrystallized,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk4,Fig. 6,The SEM results shown in Fig. 6 provide additional support for the hypothesis that the fracture of hydride precipitates facilitates advancement of the oxidation front.,,,,SEM examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk4,Fig. 6,"the breakaway is associated with other precipitates (iron, chromium, and nickel-rich second-phase particles).",,reactor grade zirconium specimen,oxidation,oxidation test,,,,,,rich,,,,,,,,,,,,,,,,,,,pure oxygen,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk4,Fig. 7,"For Specimen 2 (Fig. 7a). the hydrides were circumferential (i.e., a low value of hydride orientation factor $f _ { N }$ ), the hydrides were thick, and there was some tendency for banding (i.e., there were regions with hydride agglomeration as well as regions free of hydrides).",,Specimen 2,,metallographic examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,circumferential,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk5,Table 4,"OR, 641 ... 15.67 ... 20.26 ... 54.62",Zircaloy-4,Oxide Removed (OR),autoclave test,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,15.67,mg/dm²,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk5,Table 4,"OR, 641 ... 20.26",Zircaloy-4,Oxide Removed (OR),autoclave test,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,648,,,,,,,,,,,,,,,,20.26,mg/dm²,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk5,Table 4,"OR, 641 ... 54.62",Zircaloy-4,Oxide Removed (OR),autoclave test,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,3144,,,,,,,,,,,,,,,,54.62,mg/dm²,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk6,text,oxide thickness of about $2 0 ~ { \mu \mathrm { m } }$,Zircaloy-4,PWR fuel cladding,,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,μm,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_035_chunk6,Fig. 9,"Rod KJE051, local burnup $\mathit { \Theta } = \mathit { \Theta } 6 3 . 3 $ GWd/MTU",,fuel cladding,irradiated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3,GWd/MTU,,,,,,
