文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk1,1,"A procedure has been developed for preparing scanning electron microscope (SEM) samples of irradiated or unirradiated Zircaloy, suitable for oxide layer imaging, hydride concentration and morphology determination, and x ray microanalysis (EPMA).",Zircaloy,irradiated,SEM sample preparation,SEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk1,1,"A procedure has been developed for preparing scanning electron microscope (SEM) samples of irradiated or unirradiated Zircaloy, suitable for oxide layer imaging, hydride concentration and morphology determination, and x ray microanalysis (EPMA).",Zircaloy,unirradiated,SEM sample preparation,SEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk1,1,The area fraction of the hydride phase is determined by image analysis of backscattered electron images (BEI).,Zircaloy,,image analysis,BEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk1,1,"Measurements performed on unirradiated laboratory-hydrided samples, as well as cladding samples from pressurized water reactor (PWR) fuel irradiated to a burnup of about 40 MWd/kg U, gave good agreement with hot extraction hydrogen analysis over a wide range of hydrogen concentrations",Zircaloy,unirradiated laboratory-hydrided,,BEI image analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk1,1,"Measurements performed on unirradiated laboratory-hydrided samples, as well as cladding samples from pressurized water reactor (PWR) fuel irradiated to a burnup of about 40 MWd/kg U, gave good agreement with hot extraction hydrogen analysis over a wide range of hydrogen concentrations",Zircaloy,irradiated,,BEI image analysis,,,,,,,,,,,,,,,,,,,PWR,,,,40,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk1,1,while the samples from fueled sections with >200 ppm H had a steep increase in the hydrogen concentration close to the outer surface.,Zircaloy,fueled sections,,hydrogen concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk1,1,Local tin concentrations in irradiated PWR cladding were determined by EPMA with an accuracy better than 0.05% by weight.,Zircaloy,irradiated,,EPMA,,,,,,,,,,,,,,,,,,,PWR,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk1,1,a reduced tin content has been shown to improve the corrosion resistance of zirconium alloys in an autoclave environment [15].,zirconium alloys,,,corrosion test,,"{'value': None, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,autoclave environment,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk2,text,"Nine irradiated PWR cladding samples, including both Zircaloy-2 and Zircaloy-4, were analyzed.",Zircaloy-2,irradiated,cladding,SEM/EPMA analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk3,text,the hydride phase has a much lower mean atomic number than the metallic (zirconium) phase,,"hydride phase, metallic (zirconium) phase",,backscattered electron imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk3,text,the hydrided material has been cooled slowly (in-reactor or furnace-cooled),,hydrided material,cooled slowly (in-reactor or furnace-cooled),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk3,text,all the hydrides are of the δ-phase (62 atomic % H),,δ-phase hydride,,,,,,,,,,,,,,,,,"{'value': 62.0, 'unit': 'at%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk3,text,density of δ-phase hydride (5.65 g/cm³ at room temperature),,δ-phase hydride,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,5650.0,kg/m³,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk3,text,density of α-phase metal (6.54 g/cm³ at room temperature),,α-phase metal,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,6540.0,kg/m³,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk3,text,oxygen (>1000 ppm) that is usual in both irradiated and laboratory-hydrided Zircaloy,Zircaloy,"irradiated, laboratory-hydrided",,,,,,,,,,,,,"{'value': None, 'value_min': 1000.0, 'value_max': None, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk3,text,high hydrogen contents (>100 ppm),,,,,,,,,,,,,,,,,,,"{'value': None, 'value_min': 100.0, 'value_max': None, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk3,text,The laboratory hydrided samples with the highest hydrogen concentrations had relatively thick surface hydride layers,,laboratory hydrided samples,hydriding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk3,text,the cold outer surface of the irradiated samples usually had a much less dense concentration of hydrides,,irradiated samples,irradiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk3,text,This reduction in the grain contrast in the irradiated Zircaloy is presumably due to irradiation damage affecting the electron channeling effect,Zircaloy,irradiated,irradiation,SEM imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk4,Fig. 4,FIG. 4—Example of waterside oxide layer (Rod 096-40001 peak oxide position).,,irradiated,,microscopy,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk4,Fig. 5,FIG. 5—Cladding radial hydrogen profiles for Rod 096-40013 at three elevations.,,irradiated,,hydrogen profiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5–1.52,wt%,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk5,text,"high bulk hydrogen levels together with a heat flux (Sample 13G in Fig. 5, Fig. 6a) cause steep increases in the local hydrogen content towards the outer surface",,irradiated PWR cladding,in-reactor service,SEM hydrogen analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk5,text,the hydrogen concentration in the interior never rose above 600 to $8 0 0 \ \mathsf { p p m }$,,laboratory-hydrided,laboratory hydriding,hot extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600–800,ppm,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk5,text,The hydrogen pickup fraction in the samples from Assembly 5F1 appeared to decrease with increasing oxide thickness,,irradiated,in-reactor service,hydrogen pickup fraction measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,%,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk5,text,The plenum sample had an apparent pickup fraction approaching 1,,irradiated plenum,in-reactor service,hydrogen pickup fraction measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk5,text,"The zirconium standard bias was found to be fairly constant from day to day, resulting in an overestimate of the apparent tin concentration of approximately $0 . 1 1 \%$ by weight",,,EPMA,EPMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,wt%,,
STP1245-EB-Zirconium in the Nuclear Industry_10th Volume_010_chunk5,text,The mean tin concentration determined for the reference sample was $1 . 4 3 \ : \pm \ : 0 . 0 2 \%$ by weight,,reference sample,EPMA,EPMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,wt%,,
