文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk1,text,paddle-shaped specimens [12] cut from a cold-rolled and annealed Zircaloy-2 sheet (designated Bh),Zircaloy-2,paddle-shaped specimens,cold-rolled and annealed,corrosion,,"{'value': 'balance', 'unit': 'wt%', 'raw_unit': None}","{'value': '1.2-1.7', 'unit': 'wt%', 'raw_unit': None}",,"{'value': '0.07-0.2', 'unit': 'wt%', 'raw_unit': None}","{'value': '0.05-0.15', 'unit': 'wt%', 'raw_unit': None}","{'value': '0.03-0.08', 'unit': 'wt%', 'raw_unit': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""oxide_thickness"": ""~2 μm"", ""oxide_composition"": ""predominantly monoclinic ZrO₂"", ""electronic_conductivity"": ""enhanced"", ""lithium_incorporation"": ""disagreement about amount and form""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk1,text,specimens of fuel cladding (Batch MLI 3033) that had been corroded in 633 K pH7 and pH12 LiOH (70 ppm Li) solutions,Zircaloy,fuel cladding specimens,corroded,corrosion,,"{'value': 'balance', 'unit': 'wt%', 'raw_unit': None}","{'value': '1.2-1.7', 'unit': 'wt%', 'raw_unit': None}",,"{'value': '0.07-0.2', 'unit': 'wt%', 'raw_unit': None}","{'value': '0.05-0.15', 'unit': 'wt%', 'raw_unit': None}","{'value': '0.03-0.08', 'unit': 'wt%', 'raw_unit': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""corrosion_environment"": ""LiOH solutions"", ""temperature"": ""633 K"", ""lithium_concentration"": ""70 ppm Li""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk2,Table 1,Time (days) Room temperature pH 7 10.4 (2ppmLi) 12 (70ppmLi) 12.4 )(200ppmLi) 13 (700ppmLi) 13.4 (2000ppmLi) 1 7.1±0.1(2) 6.6±0.1(2) 7.75±0.1(2),,oxidized,oxidation in water and LiOH solutions,weight gain measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1±0.1,,,"{""weight_gain"": ""7.1±0.1 mg/dm²"", ""exposure_time"": ""1 day"", ""temperature"": ""573 K"", ""pH"": ""7"", ""lithium_content"": ""0 ppm"", ""specimen_count"": ""2""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk2,Table 1,Time (days) Room temperature pH 7 10.4 (2ppmLi) 12 (70ppmLi) 12.4 )(200ppmLi) 13 (700ppmLi) 13.4 (2000ppmLi) 1 7.1±0.1(2) 6.6±0.1(2) 7.75±0.1(2),,oxidized,oxidation in water and LiOH solutions,weight gain measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6±0.1,,,"{""weight_gain"": ""6.6±0.1 mg/dm²"", ""exposure_time"": ""1 day"", ""temperature"": ""573 K"", ""pH"": ""12"", ""lithium_content"": ""70 ppm"", ""specimen_count"": ""2""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk2,Table 1,Time (days) Room temperature pH 7 10.4 (2ppmLi) 12 (70ppmLi) 12.4 )(200ppmLi) 13 (700ppmLi) 13.4 (2000ppmLi) 1 7.1±0.1(2) 6.6±0.1(2) 7.75±0.1(2),,oxidized,oxidation in water and LiOH solutions,weight gain measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75±0.1,,,"{""weight_gain"": ""7.75±0.1 mg/dm²"", ""exposure_time"": ""1 day"", ""temperature"": ""573 K"", ""pH"": ""13"", ""lithium_content"": ""700 ppm"", ""specimen_count"": ""2""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk2,Table 1,2 9.9±0.65(2) 8.1±0.1(2),,oxidized,oxidation in water and LiOH solutions,weight gain measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9±0.65,,,"{""weight_gain"": ""9.9±0.65 mg/dm²"", ""exposure_time"": ""2 days"", ""temperature"": ""573 K"", ""pH"": ""7"", ""lithium_content"": ""0 ppm"", ""specimen_count"": ""2""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk2,Table 1,2 9.9±0.65(2) 8.1±0.1(2),,oxidized,oxidation in water and LiOH solutions,weight gain measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1±0.1,,,"{""weight_gain"": ""8.1±0.1 mg/dm²"", ""exposure_time"": ""2 days"", ""temperature"": ""573 K"", ""pH"": ""12"", ""lithium_content"": ""70 ppm"", ""specimen_count"": ""2""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_041_chunk2,Table 1,6 12.7±0.65(2) 10.3±0.1(2),,oxidized,oxidation in water and LiOH solutions,weight gain measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7±0.65,,,"{""weight_gain"": ""12.7±0.65 mg/dm²"", ""exposure_time"": ""6 days"", ""temperature"": ""573 K"", ""pH"": ""7"", ""lithium_content"": ""0 ppm"", ""specimen_count"": ""2""}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
