文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_003_chunk1,text,The fracture toughness of $Z \mathrm { r } { - } 2 . 5 \mathrm { N b }$ pressure tubes was found to reach a minimum for hydrogen levels above $3 0 0 \mathrm { p p m }$,Zr-2.5Nb,pressure tube,,fracture toughness,,"{'value': 97.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""hydrogen_content"": "">300 ppm"", ""fracture_toughness"": ""minimum value""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_003_chunk1,text,Fracture toughness of samples with radial hydrides show a very large dependence on hydrogen content up to $1 0 0 \mathrm { p p m }$ and a small dependence above that level,,samples with radial hydrides,,fracture toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""hydrogen_content"": ""up to 100 ppm"", ""fracture_toughness_dependence"": ""very large""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_003_chunk1,text,"When radial hydrides are present in material with 200 to $3 0 0 \ \mathrm { p p m }$ hydrogen, a ductile-to-brittle transition occurs at $5 5 0 ~ \mathrm { K }$",,material with radial hydrides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""hydrogen_content"": ""200-300 ppm"", ""ductile-to-brittle_transition_temperature"": ""550 K""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_003_chunk1,text,post-irradiation fracture toughness of $Z \mathrm { r } { - } 2 . 5 \mathrm { N b }$ pressure tube material did not depend on initial tensile strength,Zr-2.5Nb,pressure tube,post-irradiation,fracture toughness,,"{'value': 97.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""fracture_toughness_independence"": ""initial tensile strength"", ""fracture_mechanism"": ""void formation and coalescence""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_003_chunk1,text,Mechanical properties and microstructures of $Z \mathbf { r } { \cdot } \mathbf { S } \mathbf { n }$ binary alloys were examined to evaluate the role of tin as a solid solution hardener and precipitation hardener,Zr-Sn,,,mechanical properties,,"{'value': None, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': None, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""tin_role"": ""solid solution hardener and precipitation hardener""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_003_chunk1,text,"Iron-containing intermetallic precipitates in $Z \mathrm { r } { - } 2 . 5 \mathrm { N b }$ pressure tubing containing less than $5 0 0 \ \mathrm { p p m }$ iron do exist, but they represent such a small volume fraction of the microstructure that they may not affect corrosion behavior or mechanical properties",Zr-2.5Nb,pressure tubing,,,,"{'value': 97.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': 0.05, 'unit': 'wt%', 'raw_unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""iron_content"": ""<500 ppm"", ""intermetallic_precipitates"": ""present but small volume fraction"", ""effect_on_properties"": ""may not affect corrosion behavior or mechanical properties""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_003_chunk1,text,"Biaxial creep tests on cladding produce prism slip in recrystallized material, but basal slip in cold-worked, stress-relieved material",,cladding,"['recrystallized', 'cold-worked, stress-relieved']",biaxial creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""recrystallized_material_slip"": ""prism slip"", ""cold-worked_stress-relieved_material_slip"": ""basal slip""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_003_chunk1,text,Irradiation of this cladding decreased creep anisotropy due to activation of secondary slip systems,,cladding,irradiated,creep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""creep_anisotropy"": ""decreased"", ""mechanism"": ""activation of secondary slip systems""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_003_chunk1,text,The fatigue limit was shown to decrease from $0 . 2 2 \%$ for unirradiated Zircaloy-2 cladding to $0 . 1 8 \%$ for material irradiated up to $6 \times 1 0 ^ { 2 5 } \mathrm { n } / \mathrm { m } ^ { 2 }$ $( E > 1 \ \mathrm { M e V } )$,Zircaloy-2,cladding,"['unirradiated', 'irradiated']",fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""unirradiated_fatigue_limit"": ""0.22%"", ""irradiated_fatigue_limit"": ""0.18%"", ""irradiation_dose"": ""6×10²⁵ n/m²"", ""neutron_energy"": "">1 MeV""}"
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_003_chunk2,text,"The controlled composition material, low tin content and high iron and chromium content. exhibits better corrosion resistance than nominal composition Zircaloy-2",Zircaloy-2,cladding tube,"stress relief annealing at final size, low intermediate annealing temperatures",773 K steam autoclave tests,,,"{'value': None, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': None, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': None, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,better corrosion resistance,,,"{""texture"": ""high f_r values"", ""cold_reduction_percentage"": ""significant"", ""corrosion_resistance_mechanism"": ""barrier layer concept""}"
