文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_007_chunk1,text,fuel clad wall thicknesses (0.4 to 1.0 mm),Zircaloy,tubing,,ultrasonic testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4–1.0,mm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_007_chunk1,text,for shear waves at 15 MHz in Zircaloy 0.16 mm,Zircaloy,,,ultrasonic testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,mm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_007_chunk2,text,The wave group velocity at 20 deg is between 2600 and $3 4 0 0 ~ \mathrm { m / s }$,,,,ultrasonic testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600–3400,m/s
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_007_chunk2,text,if the tube inside is touched or the tube is filled with water the 35-deg wave is damped or even disappears,,tube,,ultrasonic testing,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_007_chunk2,text,"if the former group velocity is recalculated with respect to the tube inner diameter, it becomes 2100 to $2 2 5 0 \mathrm { m } / \mathrm { s }$",,tube,,ultrasonic testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100–2250,m/s
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_007_chunk2,text,The same strip with air on one side was investigated once again,,strip,,Schlieren observation,,,,,,,,,,,,,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_007_chunk2,text,Lamb waves can exist and remain relatively unchanged by the presence of water on one or both sides of the specimen,,specimen,,ultrasonic testing,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_007_chunk3,Fig. 4,The attenuation of the 35-deg wave also seems to be dependent on the tube diameter,,tube,,ultrasonic testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_007_chunk3,text,"the velocities observed, 2200 to 2400 m/s",,,,ultrasonic testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_007_chunk4,text,Anodizing a metallographically prepared sample of a zirconium alloy in a phosphoric acid solution results in color contrast between retained intermetallic compounds and the matrix.,zirconium alloy,metallographically prepared sample,anodizing,metallography,,,,,,,,,,,,,,,,,,,phosphoric acid solution,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_007_chunk4,text,A color contrast is also observed between various types of intermetallic compounds by the nature of their different anodizing characteristics.,zirconium alloy,,anodizing,metallography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_007_chunk4,text,A technique for heat tinting metallographic samples of Zircaloy-2 and Zircaloy-4 to show alloy microsegregation is also described.,Zircaloy-2,metallographic samples,heat tinting,metallography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
