文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_011_chunk1,Table 1,"Test Temperature, °C 20; 0.2% Yield Stress MPa 490-530; Ultimate Tensile Strength MPa 730-750; Elongation in 2 in., % 14-16; Hardness, HV 220-230",Zircaloy-4,stress-relieved after final cold deformation,"commercially produced, stress-relieved",tensile test,,,,,,,,,,,"{'value': 1170, 'unit': 'ppm'}",,,,,,,20,,,,,,,,,,,,,,490–530,MPa,,,,,,,,,220–230,HV
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_011_chunk1,Table 1,"Test Temperature, °C 400; 0.2% Yield Stress MPa 290-310; Ultimate Tensile Strength MPa 390-410; Elongation in 2 in., % 15-16; Burst Stress, MPa 380-400; Fracture Burst Ductility, % 10-16",Zircaloy-4,stress-relieved after final cold deformation,"commercially produced, stress-relieved",tensile test,,,,,,,,,,,"{'value': 1170, 'unit': 'ppm'}",,,,,,,400,,,,,,,,,,,,,,290–310,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_011_chunk1,text,oxygen content of 1170 ppm,Zircaloy-4,,,,,,,,,,,,,,"{'value': 1170, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170,ppm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_011_chunk1,text,The tubes were stress-relieved after the final cold deformation,Zircaloy-4,stress-relieved,"final cold deformation, stress-relieved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_011_chunk3,text,the tangential Young's modulus $\smash { \mathbf { \mathit { E } } _ { t } : \mathbf { \mathit { \Omega } } }$ at a stress ratio of $\alpha = 2$ $( E _ { t } ^ { \ \prime } = \ 6 4 0 \times \ 1 0 ^ { 3 }$ MPa at room temperature,Zircaloy-4,,,elastic modulus measurement,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,640000.0,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_011_chunk3,text,the tangential Young's modulus $\smash { \mathbf { \mathit { E } } _ { t } : \mathbf { \mathit { \Omega } } }$ at a stress ratio of $\alpha = 2$ (2000 MPa at $4 0 0 ^ { \circ } \mathrm { C } )$,Zircaloy-4,,,elastic modulus measurement,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,2000.0,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_011_chunk4,text,Zr-3Nb-1Sn was developed in Germany in the 1960's to provide improved elevated-temperature mechanical properties compared to the Zircaloys without sacrificing corrosion resistance,Zr-3Nb-1Sn,,,,"{'value': None, 'unit': 'wt%'}","{'value': 1.0, 'unit': 'wt%'}","{'value': 3.0, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_011_chunk4,text,"Compared to Zircaloy-2, the creep strength of Zr-3Nb-1Sn was found to be superior between 482°F (250°C) and 842°F (450°C)",Zr-3Nb-1Sn,,,creep,"{'value': None, 'unit': 'wt%'}","{'value': 1.0, 'unit': 'wt%'}","{'value': 3.0, 'unit': 'wt%'}",,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_011_chunk4,text,"Compared to Zircaloy-2, the creep strength of Zr-3Nb-1Sn was found to be superior between 482°F (250°C) and 842°F (450°C)",Zr-3Nb-1Sn,,,creep,"{'value': None, 'unit': 'wt%'}","{'value': 1.0, 'unit': 'wt%'}","{'value': 3.0, 'unit': 'wt%'}",,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_011_chunk4,text,"Zr-2.5Nb was also better in creep than Zircaloy-2 at 482°F (250°C) and 662°F (350°C), but inferior at 842°F (450°C)",Zr-2.5Nb,,,creep,"{'value': None, 'unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,
