文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_016_chunk1,1,Zircaloy-4 pressurized water reactor grade tubing manufactured for the Electric Power Research Institute (EPRI) and the Nuclear Regulatory Commision (NRC) by Sandvik Special Metal Corporation,Zircaloy-4,tubing,manufactured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_016_chunk1,1,The accuracy of temperature measurement is estimated as ±10°C,,,,temperature measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871–1482,°C,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_016_chunk2,text,"All specimens were etched using a 2 percent nitric acid, 1 percent hydrofluoric acid (HF), 97 percent ethylene glycol solution for times up to 120 s to reveal the microstructure of oxidized Zircaloy-4 cladding.",Zircaloy-4,oxidized cladding,etching,metallographic examination,,,,,,,,,,,,,,,,,,,"2% HNO3, 1% HF, 97% ethylene glycol",,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_016_chunk2,Fig. 1,FIG. 1-Microstructure of Zircaloy-4 oxidized in steam under transient oxidizing conditions: heated from room temperature to 1316°C (2400°F) at 55.6°C/s (100°F/s) held for 10 s cooled at 1.4°C/s (2.5°F/s) to 1093°C (2000°F) followed by a water quench to room temperature.,Zircaloy-4,oxidized,transient oxidation,transient oxidation,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,55.6,°C/s,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_016_chunk2,Fig. 1,FIG. 1-Microstructure of Zircaloy-4 oxidized in steam under transient oxidizing conditions: heated from room temperature to 1316°C (2400°F) at 55.6°C/s (100°F/s) held for 10 s cooled at 1.4°C/s (2.5°F/s) to 1093°C (2000°F) followed by a water quench to room temperature.,Zircaloy-4,oxidized,transient oxidation,transient oxidation,,,,,,,,,,,,,,,,,,1316.0,steam,,,,,,,,,,,,,,,,,,,,,10.0,s,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_016_chunk2,text,Layer thickness changes around the circumference of the cladding is less than 5 percent.,Zircaloy-4,oxidized cladding,oxidation,layer thickness measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,%,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_016_chunk2,text,"For the linear ramp studies, each specimen was heated to the initial temperature of the ramp in 2 s, held for 10 s, and then linearly ramped to the desired temperature.",Zircaloy-4,,linear ramp heating,transient oxidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,s,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_016_chunk2,text,"At the end of the ramp, power was shut off and the specimen was steam cooled at a flow rate of 2.5 g/s steam.",Zircaloy-4,,cooling,transient oxidation,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,2.5,g/s,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_016_chunk4,Fig. 1,"Experimental measurement of the broad lathed α, termed α-incursions, shows 14 percent to be present",Zircaloy-4,,cooling,microstructure measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6,°C/s,,,,,,,14,%
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_016_chunk4,Table 1,Hold Temperature 982 (1800) Oxide Measured 12.1 μm,Zircaloy-4,,transient A,oxidation,,,,,,,,,,,,,,,,,,982,,,,,,,,,,,,,,,,,,,,,,12.1,μm,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_016_chunk4,Table 1,Hold Temperature 1093 (2000) Oxide Measured 23.6 μm,Zircaloy-4,,transient A,oxidation,,,,,,,,,,,,,,,,,,1093,,,,,,,,,,,,,,,,,,,,,,23.6,μm,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_016_chunk4,Table 1,Hold Temperature 1204 (2200) Oxide Measured 36.2 μm,Zircaloy-4,,transient A,oxidation,,,,,,,,,,,,,,,,,,1204,,,,,,,,,,,,,,,,,,,,,,36.2,μm,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_016_chunk5,p. 168-181,Oxygen embrittlement of fuel sheathing reulting from high temperature oxidation in steam is a potential fuel failure mechanism during å loss-of-coolant accident (LOCA),,fuel sheathing,oxidation,oxidation,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,,,
