文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk1,text,"The anisotropy of fracture ductility in tension-test bars of alpha zirconium alloys has been studied using Zircaloy-2, $2 . 5 \mathsf { N b }$ zirconium, and 2.5Nb-0.5Cu zirconium alloy.",Zircaloy-2,,,tension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk1,text,"All tests reported here were at room temperature, with cross-head speed 0.1 in./min.",,,,tension,,,,,,,,,,,,,,,,,,25,,,0.00423,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk1,Table 1,AW.. .. 2.7 0.105 Sheet rolled at ~425 C and annealed at ~675 C prior to cold rolling,AW,sheet,rolled at ~425 C and annealed at ~675 C prior to cold rolling,,,,"{'value': 2.7, 'unit': 'wt%'}",,,,,,,,"{'value': 0.105, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk1,text,"The as-received sheet was annealed by slow cooling after $1 \ \mathrm { ~ h ~ }$ at $8 0 0 \mathrm { \Omega C }$ , and then cold-rolled up to 50 percent in the initial rolling direction.",,sheet,"annealed 1h at 800C, slow cooled, then cold-rolled up to 50%",,,,,,,,,,,,,,,,,,,800,,,,,,1,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk1,text,"In the annealed material, values of $\epsilon _ { w }$ were larger than those of $\epsilon _ { t } ,$ particularly for the transverse specimens.",,annealed,,tension,,,,,,,,,,,,,,,,,,25,,,0.00423,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk2,text,The AW sheet was treated to give both annealed and 40 percent coldworked material.,AW,annealed,annealing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk2,text,The AW sheet was treated to give both annealed and 40 percent coldworked material.,AW,cold-worked,cold working,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,%
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk2,text,These latter materials were ${ \sim } 4 0$ percent cold-rolled when received,"BU, BT",cold-rolled,cold rolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,%
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk2,text,specimens were used in this condition and after slow cooling from $8 0 0 \mathrm { C }$,"BU, BT",annealed,slow cooling,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk3,text,For all cold-worked specimens a combination of high { \boldsymbol { w } _ { o } } / { t } _ { o } and high strength resulted in a large effective constraint on \epsilon _ { w } and consequently low values of R _ { f },,cold-worked,cold working,tensile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk3,text,"With specimens of square cross section, R _ { f } is strongly dependent on texture",,,,tensile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk3,text,"When the alloy is in a fully annealed condition, R _ { f } is again dependent on texture as above",,fully annealed,annealing,tensile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk4,text,"When the alloy is hardened by cold work, then $R _ { f }$ again decreases with increasing ${ \boldsymbol { w } _ { o } } / { t } _ { o }$ , but much more sharply than for annealed material",zirconium alloy,hardened by cold work,cold work,tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk4,text,Results [2] on quenched and aged 2.5Nb zirconium alloy indicate that this variation of $R _ { f }$ with ${ \boldsymbol { w } _ { o } } / { t } _ { o }$ is dependent only on the alloy being hardened in some way,2.5Nb zirconium alloy,quenched and aged,quenching and aging,tension test,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk4,text,"Keeler [7], who used specimens of crystal bar zirconium of $w _ { o } / t _ { o } = 1 0$ in two cold-worked and two annealed conditions",crystal bar zirconium,cold-worked and annealed,cold rolling and annealing,tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk4,text,97 percent cold rolling,crystal bar zirconium,cold-worked,cold rolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,%
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk4,text,basal-plane normals were angled at ${ \sim } 4 0$ deg to the plane of the sheet,crystal bar zirconium,97% cold-rolled,cold rolling,texture measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,°,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk4,text,"Using specimens cut from tubes in which basal-plane normals were perpendicular to the axial direction of the tube, Klepfer and Spalaris [8] reported that $\epsilon _ { w }$ was larger in transverse than in longitudinal specimens",zirconium alloy,≤25% residual cold work,tube fabrication,tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk4,text,"Bement [9] has reported values of $\epsilon _ { w }$ and $\epsilon _ { t }$ for longitudinal and transverse specimens taken from cold-rolled Zircaloy-2 sheet, for cold work up to 70 percent",Zircaloy-2,cold-rolled,cold rolling,tension test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,70.0,%
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk5,text,The $\theta$ value of 68 deg in the Type 3 specimen,2.5Nb zirconium alloy,cold-rolled,rolling,tension test,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,°,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk5,Fig. 15,Total elongation in rectangular specimens from 2.5Nb zirconium $( A W )$ sheet,2.5Nb zirconium,AW sheet,,tension test,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk5,Fig. 16,Total elongation in rectangular specimens from 2.5Nb zirconium (BT) sheet Material appraximately 40 percent cold-rolled,2.5Nb zirconium,BT sheet,40 percent cold-rolled,tension test,,,"{'value': 2.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk6,text,Sanderson [10] observed a sharp increase in total elongation in some ring tension specimens of Zircaloy-2 and 2.5Nb zirconium as w_o/t_o increased from 2 to 9.,Zircaloy-2,,,ring tension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk6,text,The strength of the Zircaloy-2 decreased by 50 percent between room temperature and 400°C,Zircaloy-2,hydrided,,,,,,,,,,,,,,,,,,,,room temperature to 400,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk6,text,"To maintain adequate ductility above 200°C in hydrided Zircaloy-2 tubing tested under biaxial stress, it is necessary to specify an upper limit in the region of 400 ppm for hydrogen content.",Zircaloy-2,hydrided,,biaxial stress,,,,,,,,,,,,,,,,,,>200,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk6,text,The least ductile condition cold is with an external hydride layer present,Zircaloy-2,external hydride layer present,,,,,,,,,,,,,,,,,,,,cold,,,,,,,,,,,,,,,,,,,,,,,,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk6,text,the ductility can be significantly improved if this layer is absorbed entirely into the tube wall,Zircaloy-2,hydride absorbed into tube wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0–450.0,ppm,,
STP458-EB-Zirconium in the Nuclear Industry_1st Volume_008_chunk6,text,Ring tension tests are not as sensitive to hydride embrittlement as the biaxially stressed tube-burst test,Zircaloy-2,hydrided,,ring tension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
