文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_046_chunk1,abstract,The object of the present work is to study the load and strain cyclic behavior of Zircaloy-4 in the temperature range 573 to 873 K,Zircaloy-4,,,cyclic test,,,,,,,,,,,,,,,,,,573,,,,,,,,,,,,,,573–873,K,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_046_chunk1,abstract,Load cyclic tests are performed at 673 and 873 K,Zircaloy-4,,,load cyclic test,,,,,,,,,,,,,,,,,,673,,,,,,,,,,,,,,673,K,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_046_chunk1,abstract,Load cyclic tests are performed at 673 and 873 K,Zircaloy-4,,,load cyclic test,,,,,,,,,,,,,,,,,,873,,,,,,,,,,,,,,873,K,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_046_chunk1,abstract,Strain-controlled cyclic tests with a total strain rate of 0.01 and a strain rate of 2×10^-3 s^-1 are also carried out in the range 573 to 873 K,Zircaloy-4,,,strain-controlled cyclic test,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,0.01,s^-1,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_046_chunk1,abstract,Strain-controlled cyclic tests with a total strain rate of 0.01 and a strain rate of 2×10^-3 s^-1 are also carried out in the range 573 to 873 K,Zircaloy-4,,,strain-controlled cyclic test,,,,,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,0.002,s^-1,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_046_chunk1,abstract,the peak tensile stress response during strain cycling shows a cyclic hardening behavior in the range 623 to 823 K,Zircaloy-4,,,strain cycling,,,,,,,,,,,,,,,,,,623,,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_046_chunk1,abstract,the peak tensile stress response during strain cycling shows a cyclic hardening behavior in the range 623 to 823 K,Zircaloy-4,,,strain cycling,,,,,,,,,,,,,,,,,,823,,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_046_chunk1,Materials,Hourglass-shaped cylindrical specimens (Fig. 1) were machined from Zircaloy-4 bar prepared in accordance with ASTM B 550 Grade 704,Zircaloy-4,bar,machining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_046_chunk1,Materials,The mean grain diameter was 20 μm,Zircaloy-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP939-EB-Zirconium in the Nuclear Industry_7th Volume_046_chunk1,Materials,Some of the specimens were heat treated at 1023 K in vacuum for 1 h in order to eliminate the influence of the fabrication procedures,Zircaloy-4,heat treated,heat treatment,,,,,,,,,,,,,,,,,,,1023,,,,,,1,vacuum,,,,,,,,,,,,,,,,,,
