文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_017_chunk1,text,The parameter $Q$ defined as the ratio of the percent reduction in wall thickness divided by the percent reduction in diameter has been widely used to characterize a reduction step in the manufacture of Zircaloy tubing.,Zircaloy,tubing,tube fabrication,reduction characterization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_017_chunk1,text,High values of $Q$ yield a texture with the basal poles closer to the tube normal than do low values of $Q$,Zircaloy,tube,tube fabrication,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_017_chunk1,text,High values of $Q$ yield a texture with the basal poles closer to the tube normal than do low values of $Q$,Zircaloy,tube,tube fabrication,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_017_chunk1,Fig. 1,"The $Q$ ratio for this pass is 1.37, but if the ratio is calculated for each 1 in. along the reduction transition, the value is seen to rise from 1.4 to 2.2.",Zircaloy,tube,tube reduction,reduction characterization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_017_chunk1,Fig. 1,"The $Q$ ratio for this pass is 1.37, but if the ratio is calculated for each 1 in. along the reduction transition, the value is seen to rise from 1.4 to 2.2.",Zircaloy,tube,tube reduction,reduction characterization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_017_chunk1,Fig. 1,"The $Q$ ratio for this pass is 1.37, but if the ratio is calculated for each 1 in. along the reduction transition, the value is seen to rise from 1.4 to 2.2.",Zircaloy,tube,tube reduction,reduction characterization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_017_chunk1,Table 1,"On gage point: Angle Between Maxima of Basal Pole Density and Tube Normal, deg: 40",Zircaloy,tube,tube reduction,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,degrees,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_017_chunk1,Table 1,"3/8 in. ahead of gage point: Angle Between Maxima of Basal Pole Density and Tube Normal, deg: 50",Zircaloy,tube,tube reduction,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,degrees,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_017_chunk1,Table 1,"½/8 in. behind gage point: Angle Between Maxima of Basal Pole Density and Tube Normal, deg: 35",Zircaloy,tube,tube reduction,texture analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,degrees,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_017_chunk2,Fig. 4,Fig. 4 shows the variation in the P ratio and work gradient in the final pass of the tube-making sequence. In this reduction a tube with an outside diameter of 0.625 in. and a wall thickness of 0.065 in. is reduced to 0.420 in. outside diameter and 0.029 in. in wall thickness.,,tube,tube-making sequence final pass,reduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,mm,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_017_chunk3,text,Compare Q of two reductions: (1) a 1.000 in. outside diameter tube with a 0.100 in. wall reduced to a 0.890 in. outside diameter tube with a 0.080 in. wall,,tube,reduction,deformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,mm,,,,,,,,,,
