文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_002_chunk1,Contents,"Corrosion and Hydriding of N Reactor Pressure Tubes—DONALD D. LANNING, et al.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_002_chunk1,Contents,"Oxidation and Deuterium Uptake of Zr-2.5Nb Pressure Tubes in CANDU-PHW Reactors—VINCENT F. URBANIC, et al.",Zr-2.5Nb,Pressure Tubes,,Oxidation and Deuterium Uptake,,"{'value': 97.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_002_chunk1,Contents,"Evaluation of Zircaloy-2 Pressure Tubes from NPD—CHRISTOPHER E. COLEMAN, et al.",Zircaloy-2,Pressure Tubes,,Evaluation,,"{'value': 98.0, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': 1.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 0.15, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': 0.1, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': 0.05, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_002_chunk1,Contents,"Growth, Fracture, and Nondestructive Evaluation of Hydride Blisters in Zr-2.5Nb Pressure Tubes—MARC LEGER, et al.",Zr-2.5Nb,Pressure Tubes,,"Growth, Fracture, Nondestructive Evaluation",,"{'value': 97.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_002_chunk1,Contents,"Effects of Hydride Morphology on Zr-2.5Nb Fracture Toughness—ANDREW C. WALLACE, et al.",Zr-2.5Nb,,,Fracture Toughness,,"{'value': 97.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 2.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_002_chunk1,Contents,"Influence of Chemical Composition on Uniform Corrosion of Zirconium-Base Alloy in Autoclave Tests—CRAIG M. EUCKEN, et al.",Zirconium-Base Alloy,,,Uniform Corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_002_chunk1,Contents,"Correlation Between 400°C Steam Corrosion Behavior, Heat Treatment, and Microstructure of Zircaloy-4 Tubing—TOMAS THORVALDSSON, et al.",Zircaloy-4,Tubing,Heat Treatment,Steam Corrosion,,"{'value': 98.0, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': 1.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 0.2, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': 0.1, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_002_chunk1,Contents,"Influence of the Manufacturing Process on the Corrosion Resistance of Zircaloy-4 Cladding—JOHN J. SCHEMEL, et al.",Zircaloy-4,Cladding,Manufacturing Process,Corrosion Resistance,,"{'value': 98.0, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': 1.5, 'unit': 'wt%', 'raw_unit': 'wt%'}",,"{'value': 0.2, 'unit': 'wt%', 'raw_unit': 'wt%'}","{'value': 0.1, 'unit': 'wt%', 'raw_unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_002_chunk1,Contents,"A Laboratory Method to Predict Hydriding Properties of Zirconium Alloys Under Irradiation—A. BURT JOHNSON, JR., et al.",Zirconium Alloys,,,Hydriding Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_002_chunk1,Contents,"Development of a Mechanistic Model to Assess the External Corrosion of the Zircaloy Claddings in PWRs—PHILLIPPE BILLOT, et al.",Zircaloy,Claddings,,External Corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
