文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk1,text,Peak Cladding Temperature-The calculated maximum fuel element cladding temperature shall not exceed $2 2 0 0 ^ { \circ } \Sigma$ (1477.6 K),Zircaloy,cladding,,regulatory limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477.6,K,,,,,0.17,ratio,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk1,Fig. 1,"The Baker-Just correlation is clearly conservative above 1323 K $( \mathbb { 1 9 2 2 ^ { \circ } F } )$ . At 1473 K $( 2 2 0 0 ^ { \circ } { \mathfrak { F } } )$ , the reaction rate according to Baker-Just is about twice that of the other curves",Zircaloy-4,,,steam oxidation,,,,,,,,,,,,,,,,,,1473,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk1,text,"High concentrations of oxygen in the $\beta$ phase, even without $_ \alpha$ incursions, were shown to cause embrittlement on the basis of time-temperature dependent oxygen diffusion into $\beta$ phase",Zircaloy,cladding,oxidized,embrittlement test,,,,,,,,,,,,,,,,,,1477.6,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk1,Fig. 4,Total circumferential elongation (TCE) as a function of burst temperature in Zircaloy-4 tubes,Zircaloy-4,tubes,,burst test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk2,table,Separate effects Zirconium metal-water reaction kinetics Multirod burst test,Zircaloy,,,Multirod burst test,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk2,table,determine diffusion of oxygen in β-Zircaloy,Zircaloy,β-phase,,diffusion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk2,table,"Characterize rod to rod interactions, clad deformation patterns, and rupture temperature-pressure relationships and coolant flow resistance coefficients under conditions predicted for LOCA",Zircaloy,clad,,burst test,,,,,,,,,,,,,,,,,,,,,,,,,LOCA,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk2,table,Determine effect of oxygen on mechanical properties of Zircaloy under LOCA conditions; develop a quantitative embrittlement criteria,Zircaloy,,,mechanical test,,,,,,,,,,,"{'value': None, 'unit': 'wt%'}",,,,,,,,,,,,,,LOCA,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk2,table,To provide a mechanical property data base on irradiated cladding that can be used to predict Zircaloy performance under various reactor conditions; includes rate of annealing of radiation damage,Zircaloy,irradiated,annealing,mechanical test,,,,,,,,,,,,,,,,,,,,,,,,,reactor,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk2,table,To determine in-pile and ex-pile the compressive creep and collapse parameters of Zircaloy,Zircaloy,,,compressive creep test,,,,,,,,,,,,,,,,,,,,,,,,,in-pile/ex-pile,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk2,table,To develop a new test method and correlation for use to high strains and strain rates in uniaxial and biaxial stress,Zircaloy,,,stress test,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk2,table,"To observe the in-pile response (chemical, mechanical) of Zircaloy clad fuel rods to conditions predicted for LOCA, ATWS",Zircaloy,clad fuel rods,,in-pile test,,,,,,,,,,,,,,,,,,,,,,,,,LOCA/ATWS,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk2,table,"Zircaloy swelling and rupture, EPRI/MPC; To characterize the transient swelling and rupture and relative inside diameter/outside diameter oxidation of Zircaloy under LOCA conditions; obtain basic thermophysical properties at high temperatures",Zircaloy,,,swelling test,,,,,,,,,,,,,,,,,,high,,,,,,,LOCA,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk2,table,"Zircaloy-steam oxidation, EPRI; Determine Zircaloy oxidation kinetics under isothermal and transient conditions",Zircaloy,,,oxidation test,,,,,,,,,,,,,,,,,,,steam,,,,,,isothermal/transient,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk3,table,Isothermal and transient oxidation,Zircaloy,,oxidation,oxidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk3,table,Mechanical property testing in steam and air,Zircaloy,,,mechanical property,,,,,,,,,,,,,,,,,,,"steam, air",,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk3,table,Clad deformation during LOCA blowdown,Zircaloy,clad,LOCA blowdown,deformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk3,table,Inreactor cladding burst tests,Zircaloy,cladding,in-reactor,burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk3,table,Deformation and rupture in steam,Zircaloy,,,"deformation, rupture",,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk3,table,Single rod burst tests in steam and helium,Zircaloy,rod,burst testing,burst,,,,,,,,,,,,,,,,,,,"steam, helium",,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk3,table,Burst tests of irradiated cladding at room tem 280°C,Zircaloy,irradiated cladding,burst testing,burst,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk3,table,Biaxial stress ductility measurements on irradiated at 300°,Zircaloy,irradiated,,biaxial stress,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk3,text,oxidation rate at 1473 K (2192°F) is only half to two thirds the rate contained in the Baker-Just equation,Zircaloy,,oxidation,oxidation,,,,,,,,,,,,,,,,,,1200,steam,,,,,,,,,,,,,,,,,,,,,0.5–0.667,relative to Baker-Just,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk3,text,True parabolic behavior is observed only in the β-region,Zircaloy,β-phase,oxidation,oxidation,,,,,,,,,,,,,,,,,,,steam,,,,,,,,,,,,,,,,,,,,,parabolic,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk4,FIG. 6,FIG. 6—Diffusivity of oxygen in beta Zircaloy-4.,Zircaloy-4,beta phase,,diffusivity measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk4,FIG. 7,FIG. 7—Rupture strains during transient heating burst tests of Zircaloy-4 tubes.,Zircaloy-4,,,transient heating burst test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk5,appendix,Maximum variation in wall thickness in any tube = 0.0016 in,Zircaloy-4,tubing,,dimensional measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04064,mm
STP633-EB-Zirconium in the Nuclear Industry_3rd Volume_004_chunk5,appendix,"Sn 1.47 weight % (Wah Chang, Ingot 394597Q)",Zircaloy-4,ingot,,chemical analysis,,"{'value': 1.47, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,wt%
