文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_033_chunk1,text,"The material used in this investigation was Zircaloy-2 (1.43 tin, 0.21 iron, 0.093 chromium, $1 1 5 0 \ \mu \mathbf { g } / \mathbf { g }$ oxygen, trace quantities of other elements, with the remainder zirconium)",Zircaloy-2,,,,,"{'value': 1.43, 'unit': 'wt%'}",,"{'value': 0.21, 'unit': 'wt%'}","{'value': 0.093, 'unit': 'wt%'}",,,,,,"{'value': 1150, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,24.0,°C,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_033_chunk1,text,the tensile specimens were $1 0 { \cdot } \mathbf { m } \mathbf { m }$ lengths of fuel cladding having an outside diameter of $1 5 . 2 \ \mathrm { m m }$ and a wall thickness of either 0.43 or $0 . 7 1 \mathrm { ~ m m }$,Zircaloy-2,fuel cladding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_033_chunk2,text,"Tension specimens containing 0.1 to 1.1 weight percent oxygen were heated in argon for 600 s at 1200, 1400, 1485, or 1600°C to homogenize and rapidly cooled to room temperature.",Zircaloy-4,,homogenize,,,,,,,,,,,,"{'value': 0.1, 'value_min': 0.1, 'value_max': 1.1, 'unit': 'wt%'}",,,,,,,1485,argon,,,,,0.1667,argon,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_033_chunk2,text,"Tension specimens containing 0.1 to 1.1 weight percent oxygen were heated in argon for 600 s at 1200, 1400, 1485, or 1600°C to homogenize and rapidly cooled to room temperature.",Zircaloy-4,,homogenize,,,,,,,,,,,,"{'value': 0.1, 'value_min': 0.1, 'value_max': 1.1, 'unit': 'wt%'}",,,,,,,1600,argon,,,,,0.1667,argon,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_033_chunk2,text,They were then tensile tested at room temperature or 400°C,Zircaloy-4,,,tensile test,,,,,,,,,,,"{'value': 0.1, 'value_min': 0.1, 'value_max': 1.1, 'unit': 'wt%'}",,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_033_chunk2,text,They were then tensile tested at room temperature or 400°C,Zircaloy-4,,,tensile test,,,,,,,,,,,"{'value': 0.1, 'value_min': 0.1, 'value_max': 1.1, 'unit': 'wt%'}",,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_033_chunk2,text,There is no apparent effect of maximum temperature on the UTS.,Zircaloy-4,,,tensile test,,,,,,,,,,,"{'value': 0.1, 'value_min': 0.1, 'value_max': 1.1, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_033_chunk2,text,The elongation of the specimens containing 0.11 and 0.3 percent oxygen heated up to 1200°C is seen to be somewhat greater than the elongation of specimens heated at higher temperatures,Zircaloy-4,,,tensile test,,,,,,,,,,,"{'value': 0.205, 'value_min': 0.11, 'value_max': 0.3, 'unit': 'wt%'}",,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_033_chunk2,text,exposing specimens having wall thicknesses of 0.43 and 0.71 mm to 12-s temperature spikes ranging from 1000 to 1600°C and then maintaining them at 1000°C for a total of 300 s,Zircaloy-4,,temperature spike,,,,,,,,,,,,,,,,,,,1000,,,,,,0.0833,,,,,,,,,,,,,,,,,,1000–1600,°C
STP681-EB-Zirconium in the Nuclear Industry_4th Volume_033_chunk3,FIG. 6,FIG. 6—The oxygen distribution through the wall of 0.43-mm Zircaloy-4 cladding exposed to 1400 and $I 5 0 0 ^ { \circ } C$ temperature spikes.,Zircaloy-4,cladding,exposed to temperature spikes,,,,,,,,,,,,,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,
