文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_025_chunk1,text,Static autoclave tests in steam at $6 7 3 \mathrm { ~ K ~ }$,,,,autoclave corrosion test,,,,,,,,,,,,,,,,,,400.0,steam,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_025_chunk1,text,tensile tests at room temperature,,,,tensile test,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_025_chunk1,text,tin (0.2 to $1 . 5 ~ \mathrm { w t } \%$ ),,,,,,"{'value': None, 'value_min': 0.2, 'value_max': 1.5, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,degraded,,,,,,,,improved,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_025_chunk2,text,further additions of more than about $0 . 2 \%$ lead to an increase in weight gain.,,,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,significantly improved,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_025_chunk2,Fig. 4,FIG. 4—Tensile strength as a function of Sn conient at room temperature.,,,,tensile,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_025_chunk3,Fig. 16,The average size of precipitate of the small $\mathrm { F e / C r }$ ratio (0.5) alloy is smaller than that of the large ratio (6.0) alloy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,–,,–,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_025_chunk4,FIG. 18,Tensile strength as a function of Mo content at room temperature.,,,,Tensile,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_025_chunk4,TABLE 2,Mo and V were added to Zr-1Sn-0.2Fe-0.1Cr-0.2Nb.,,,,,"{'value': None, 'unit': 'wt%'}","{'value': 1.0, 'unit': 'wt%'}","{'value': 0.2, 'unit': 'wt%'}","{'value': 0.2, 'unit': 'wt%'}","{'value': 0.1, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,wt%,0.07,µm
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_025_chunk5,abstract,Corrosion tests were performed in $6 \bar { 3 } 3 ~ \mathrm { K }$ water and $6 7 3 \mathrm { ~ K ~ }$ steam for a total of $7 2 0 0 \ \mathrm { h }$,,,,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,7200,,,,,,,,,,,,,,,,7200,h,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_025_chunk5,abstract,Corrosion tests were performed in $6 \bar { 3 } 3 ~ \mathrm { K }$ water,,,,corrosion test,,,,,,,,,,,,,,,,,,360.0,water,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_025_chunk5,abstract,Corrosion tests were performed in $6 7 3 \mathrm { ~ K ~ }$ steam,,,,corrosion test,,,,,,,,,,,,,,,,,,400.0,steam,,,,,,,,,,,,,,,,,,,,,increased,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_025_chunk5,abstract,Zircaloy-type alloys showed typical corrosion behavior with a rate transition,Zircaloy-type alloys,,,corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,typical with a rate transition,,,
