文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_041_chunk1,1,"The principal corrosion parameters were: alloy composition (Zircaloy-2, Zircaloy-4, $Z _ { \mathsf { r } - 2 } \mathsf { s N b }$ , and crystal bar zirconium)",Zircaloy-2,,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000000000.0–170000000000000.0,n/cm²·s,,,0.6,ppm,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_041_chunk1,1,metallurgical condition (Zircaloy-4 and $Z \mathsf { r } \mathsf { - } 2 . 5 \mathsf { N b }$ in two conditions),Zircaloy-4,two conditions,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_041_chunk1,1,"surface pretreatment (as-etched, thin prefilms, and thick prefilms)",,as-etched,surface pretreatment,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_041_chunk1,1,"surface pretreatment (as-etched, thin prefilms, and thick prefilms)",,thin prefilms,surface pretreatment,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_041_chunk1,1,"surface pretreatment (as-etched, thin prefilms, and thick prefilms)",,thick prefilms,surface pretreatment,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_041_chunk1,1,"Maximum exposures were 61.6d (oxygenated) and 102.1d (deoxygenated)at $2 8 0 ^ { \circ } \mathrm { C }$ , 2000 psig, in $\mathsf { p H l } 0 \mathsf { L i O H }$",,,,corrosion,,,,,,,,,,,,,,,,,,280.0,pH10 LiOH,13.79,,,,,oxygenated,,,,,,,,,,,,,,,61.6,days,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_041_chunk1,1,"Maximum exposures were 61.6d (oxygenated) and 102.1d (deoxygenated)at $2 8 0 ^ { \circ } \mathrm { C }$ , 2000 psig, in $\mathsf { p H l } 0 \mathsf { L i O H }$",,,,corrosion,,,,,,,,,,,,,,,,,,280.0,pH10 LiOH,13.79,,,,,deoxygenated,,,,,,,,,,,,,,,102.1,days,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_041_chunk1,1,"At the low-flux location, corrosion rates were unaffected or slightly accelerated on Zircaloy-2 and -4, substantially accelerated on zirconium, and slightly reduced on $Z _ { \mathsf { r } - 2 . 5 \mathsf { N b } }$",Zircaloy-2,,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,oxygenated,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_041_chunk2,text,The following surface treatments were tested: $( a )$ as-etched; $( b )$ thin prefilms (7 to $1 4 ~ \mathrm { m g } / \mathrm { d } \mathrm { m } ^ { 2 } )$ • $( c )$ thick prefilms (35 to 60 $\mathrm { m g } / \mathrm { d } \mathrm { m } ^ { 2 } )$ .,,thin prefilm,surface treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0–14.0,mg/dm²,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_041_chunk2,text,The following surface treatments were tested: $( a )$ as-etched; $( b )$ thin prefilms (7 to $1 4 ~ \mathrm { m g } / \mathrm { d } \mathrm { m } ^ { 2 } )$ • $( c )$ thick prefilms (35 to 60 $\mathrm { m g } / \mathrm { d } \mathrm { m } ^ { 2 } )$ .,,thick prefilm,surface treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0–60.0,mg/dm²,,
