文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk1,Table 1,"Nb 1.01, Sn 1.02, Fe 0.10, fradial 0.60a, fhoop 0.35a, faxial 0.05a, Contractile Strain Ratio 1.52",Standard ZIRLO,stress relief annealed,,,,"{'value': 1.02, 'unit': 'wt%'}","{'value': 1.01, 'unit': 'wt%'}","{'value': 0.1, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk1,Experimental,samples were tube sections 168 mm long with dimensions of 9.14 mm outside diameter (OD) × 0.57 mm wall,Standard ZIRLO,tube sections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk1,Experimental,The diameter accuracy of the measurement method was about +/- 0.37 μm,,,,diameter measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93000000000000.0–97000000000000.0,n/cm² s,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk1,Experimental,The samples were irradiated in the temperature range of 302-312°C,Standard ZIRLO,irradiated,irradiation,irradiation,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,,302.0–312.0,°C,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk2,Figure 2,Figure 2 presents the measured $\Delta D / D _ { o }$ versus the deviatoric hoop stress component. The deviatoric hoop stress component range of the data is from about $- 4 2$ to $+ 5 1 \mathrm { M P a }$ (this corresponds to a hoop stress range of about $- 9 5$ to $+ 8 0 \mathrm { M P a }$ ).,,,,irradiation creep test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.0–51.0,MPa,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk3,Fig. 10,Figure 10 presents the Test Assembly A1 irradiation creep diameter strain versus the stress difference of hoop minis radial.,,irradiated,irradiation,irradiation creep test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk3,Fig. 10,"the data are linear, were fit using linear regression, the data and regression fit pass through the origin and show that irradiation creep in tension and compression are the same.",,,irradiation,irradiation creep test,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk3,Fig. 11,Figures 11 and 12 present the irradiation creep diameter strain versus the deviatoric hoop stress component for Test Assembly A5 irradiated for one cycle in Cycle 11,,irradiated,irradiation,irradiation creep test,,,,,,,,,,,,,,,,,,,,,,,,one cycle (Cycle 11),,,,,,,,,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk3,Fig. 12,Test Assembly A3 irradiated for two cycles in Cycles 10 and 11,,irradiated,irradiation,irradiation creep test,,,,,,,,,,,,,,,,,,,,,,,,two cycles (Cycles 10 and 11),,,,,,,,,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk3,Fig. 2,"At stress levels of +40 and -40 MPa, note that the diameter strain in tension is less than the diameter strain in compression.",,,irradiation,irradiation creep test,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk3,Fig. 7,"At stress levels of +50 and -50 MPa, note that irradiation creep diameter strain in tension is greater than in compression.",,,irradiation,irradiation creep test,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk3,Conclusions,In-reactor creep compliance is the same in tension and compression,,,irradiation,in-reactor creep test,,,,,,,,,,,,,,,,,,,,tension and compression,,,,,,,,,,,,,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk3,Conclusions,Deviatoric hoop stress component and/or the stress difference of hoop minis radial is the driving force for irradiation creep,,,irradiation,irradiation creep test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk4,Abstract,Re-crystallized Zircaloy-4 guide tubes were irradiated in commercial pressurized water reactors (PWRs) at three different temperatures to fluences near $1 \times 1 0 ^ { 2 2 } \mathrm { n / c m ^ { 2 } } \mathsf { E } { \mathrm { > } } 1 \mathrm { ~ M e V }$ (15 displacements per atom),Zircaloy-4,recrystallized,irradiation,,,,,,,,,,,,,,,,,,,,,,,15,1e+22,,,,,,,,,,,,,,,1e+22,n/cm²,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk4,Abstract,"resulting in moderate corrosion and three different hydrogen contents (approximately 135, 240, and 700 parts per million)",Zircaloy-4,pre-irradiated,irradiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,ppm,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk4,Abstract,The guide tube sections were re-irradiated under simulated PWR conditions by utilizing a pressurized light water loop operating with normal PWR water chemistry at approximately 320C,Zircaloy-4,pre-irradiated,re-irradiation,,,,,,,,,,,,,,,,,,,320,light water,,,,,,,,,,,,,,,320,°C,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk4,Author's Response,A statistical evaluation of the $4 2 0 ~ \mathrm { O D }$ measurements resulted in an OD measurement accuracy of $+ / - 0 . 1 1 \ \mu \mathrm { m }$,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,µm,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk5,text,"The texture of the W-guide tubes was: $F _ { r } = 0 . 6 7 4$ , $F _ { \mathrm { h o o p } } = 0 . 2 7 7$ . $F _ { z } = 0 . 0 4 9$ , whereas the texture of the $F$ guide tubes was: $F _ { r } = 0 . 6 6 7$ , $F _ { \mathrm { h o o p } } = 0 . 2 4 1$ , and $F _ { z } = 0 . 0 9 2$ .",Zircaloy-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk5,text,EPY $F$ relatively high tin $( 1 . 4 9 \mathrm { w t } \% )$ Zry-4 with low hydrogen after base irradiation.,Zircaloy-4,irradiated,base irradiation,,,"{'value': 1.49, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk5,text,"Cluster 1 (bottom): In order to investigate length changes due to irradiation creep and growth as well as thermal creep, specimens loaded in compression to $4 0 \ \mathrm { M P a }$ of each material type were placed in the lower cluster in the high fast flux region of the test rig;",Zircaloy-4,,in-pile testing,creep test,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk6,text,"The guide tube segments supplied for testing were approximately $4 0 0 \mathrm { m m }$ long. Sections were cut from the middle of these segments, with a target length of $3 0 0 \mathrm { m m }$",,guide tube segments,cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk6,text,"Sections were cut from the middle of these segments, with a target length of $3 0 0 \mathrm { m m }$",,guide tube sections,cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk6,text,The support tube for the outer transformer winding was made with slots to allow for flow of coolant past the outer surface of the guide tube specimens and the material selection was based on the support tube needing to be dimensionally stable throughout the experiment: A displacements per atom (dpa) of less than 3 was expected,,support tube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk6,text,The twelve guide tube specimen assemblies were operated in the Halden reactor for a total of six test cycles or 566 effective full power days,,guide tube specimen assemblies,irradiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.0,days,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk6,text,A conversion factor between the fast neutron fluence accumulated by the specimens in the test rig and dpa of $1 \mathrm { d p a } = 6 . 6 \times 1 0 ^ { 2 0 } \mathrm { n c m } ^ { - 2 }$ $( E > 1 \mathrm { M e V } )$,,specimens,irradiation,,,,,,,,,,,,,,,,,,,,,,,,6.6e+20,,,,,,,,,,,,,,,6.6e+20,n cm^-2,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk6,text,"The loop to which the pressure flask was connected operated with standard PWR water chemistry: $1 0 0 0 \ \mathrm { p p m \ B }$ and 3 ppm Li, giving a $p \mathrm { H }$ (at $2 5 ^ { \circ } \mathrm { C }$ of 7.1",,,,,,,,,,,,,,,,,,,,,,25.0,PWR water,,,,,,,,,,,,,,,,,,,,,1000.0,ppm,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk6,text,"The coolant flow, going both through the inside and past the outside of the tube specimens, was in the range 1.1 to $1 . 2 \mathrm { m s } ^ { - 1 }$",,tube specimens,,,,,,,,,,,,,,,,,,,,,coolant,,,,,,,,,,,,,,,,,,,,,1.1–1.2,m s^-1,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk7,Table 2,"Full Power Days, Cluster 1, Cluster 2, Cluster 1, E > 1 MeV (1020n cm−2) Cluster 2, Temperature ( Cluster 2, Cluster 3",,,irradiation,irradiation,,,,,,,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,,,,2.66e+20,n cm^-2,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk7,Table 2,"Full Power Days, Cluster 1, Cluster 2, Cluster 1, E > 1 MeV (1020n cm−2) Cluster 2, Temperature ( Cluster 2, Cluster 3",,,irradiation,irradiation,,,,,,,,,,,,,,,,,,313.0,,,,,,,,,,,,,,,,,,,,2.95e+20,n cm^-2,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk8,text,"the specimen assembly extensometry is made up of two parts: The LVDT mobile armature connected to the guide tube specimen and the LVDT outer transformer winding attached to the stainless steel support tube, which surrounds the guide tube (see Fig. 2)",,guide tube specimen,specimen assembly,extensometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1529-EB-Zirconium in the Nuclear Industry_16th Volume_014_chunk8,text,"The parabolic length change recorded at the start of Cycle 1 has been attributed not to the control specimen guide tube specimens elongating, but rather to the stainless steel support tube decreasing in length.",,stainless steel support tube,irradiation,length measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
