文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_009_chunk1,p.63-71,The solid solubility of hydrogen in iodide zirconium can be determined by a close study of the precipitation of hydride using the internal friction technique.,iodide zirconium,wire,"annealed at 800°C for 1 h in vacuum, hydrogenated, homogenized at 350°C for one week",internal friction,,,,,,,,,,,,,,,,,,100,,,,,,,vacuum,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_009_chunk1,p.63-71,A reference to the Zr-H equilibrium diagram shows a solubility of 6.1 atomic weight percent at the eutectoid temperature and falls rapidly to nearly zero solubility at room temperature.,Zr-H,,,equilibrium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,at.%
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_009_chunk1,p.63-71,The samples were first annealed at 800°C for 1 h in vacuum (~10^-6 torr).,iodide zirconium,wire,annealing,heat treatment,,,,,,,,,,,,,,,,,,800,,,,,,1,vacuum,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_009_chunk1,p.63-71,The samples were homogenized at 350°C for one week.,iodide zirconium,wire,homogenization,heat treatment,,,,,,,,,,,,,,,,,,350,,,,,,168,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_009_chunk1,p.63-71,"For the determination of the solvus below 300°C, several alloys containing hydrogen in the range ~50 to 5 ppm were used.",Zr-H,wire,hydrogenated,internal friction,,,,,,,,,,,,,,,"{'value': 5, 'unit': 'ppm'}",,,300,,,,,,,,,,,,,,,,,,,,,,,,5–50,ppm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_009_chunk1,Table 1,"Element Amount, PPM Aluminum, bismuth, antimony. } titanium, vanadium, copper 5 Cobalt, chromium, magnesium <25 each",iodide zirconium,electron beam melted,electron beam melting,chemical analysis,,,,,"{'value': 25, 'unit': 'ppm'}",,"{'value': 25, 'unit': 'ppm'}","{'value': 25, 'unit': 'ppm'}",,,,"{'value': 25, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,ppm
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_009_chunk2,Fig. 4,The slope of the line above $2 5 0 ^ { \circ } \mathrm { C }$ corresponds to $\triangle H$ value of 8940 cal/mole,iodide zirconium base hydrogen alloys,,,enthalpy,,,,,,,,,,,,,,,"{'value': None, 'unit': 'wt%'}",,,250,,,,,,,,,,37408.896,J/kgK,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_009_chunk2,Fig. 5,Composition-temperature diagram for the $\mathbf { Z } \mathbf { r } { \mathbf { - } } \mathbf { H }$ system has been plotted in Fig. 5 based on the results of this investigation,Zr-H system,,,solubility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e-06,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_009_chunk2,text,Extrapolation of the low temperature solubility line gives a value of $\sim 1$ ppm at $2 5 ^ { \circ } \mathbf { C }$,pure zirconium,,,solubility,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,1,ppm,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_009_chunk3,text,Figure 4 shows a plot of log concentration of hydrogen versus $1 / \mathsf { T }$ It shows two distinct slopes meeting at about $2 5 0 ^ { \circ } \mathrm { C }$,,,,thermal analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multi-stage,,250,°C,,,,,,,,
