alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,hardening,"The two ingots used in the program were converted to slab by the following techniques. Slabs from Ingot R-59 were fabricated by forging the ingot at 1850°F, blooming to 4 to 5 in. thickness at 1550°F, rolling to 1% in. thick plate at 1550°F, and mill annealing at 1550°F for 30 min",judgement,,text,"forging at 1850°F, blooming at 1550°F, rolling at 1550°F, mill annealing at 1550°F for 30 min",,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk1,plate,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"forging at 1850°F, blooming at 1550°F, rolling at 1550°F, mill annealing at 1550°F for 30 min",,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk1,plate,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"forging at 1850°F, blooming at 1550°F, rolling at 1550°F, mill annealing at 1550°F for 30 min",,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk1,plate,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"forging at 1850°F, blooming at 1550°F, rolling at 1550°F, mill annealing at 1550°F for 30 min",,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk1,plate,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"forging at 1850°F, blooming at 1550°F, rolling at 1550°F, mill annealing at 1550°F for 30 min",,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk1,plate,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"forging at 1850°F, blooming at 1550°F, rolling at 1550°F, mill annealing at 1550°F for 30 min",,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk1,plate,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"forging at 1850°F, blooming at 1550°F, rolling at 1550°F, mill annealing at 1550°F for 30 min",,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk1,plate,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"forging at 1850°F, blooming at 1550°F, rolling at 1550°F, mill annealing at 1550°F for 30 min",,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk1,plate,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"forging at 1850°F, blooming at 1550°F, rolling at 1550°F, mill annealing at 1550°F for 30 min",,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk1,plate,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': 'vacuum'}",e23e7dd0daff,0.9,hardening,"Two of the 4-in.-thick plates were fabricated into 1% in.- thick plate by hot rolling at 1450°F to 1.45-in. thickness, followed by abrading and pickling, heating to 1025°F for 2 h,warm rolling to 1.3 in. and vacuum annealing.",judgement,,text,"hot rolling at 1450°F, abrading, pickling, heating to 1025°F for 2 h, warm rolling, vacuum annealing",,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk1,plate,,,,,
