文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk1,text,"The two ingots used in the program were converted to slab by the following techniques. Slabs from Ingot R-59 were fabricated by forging the ingot at 1850°F, blooming to 4 to 5 in. thickness at 1550°F, rolling to 1% in. thick plate at 1550°F, and mill annealing at 1550°F for 30 min",Zircaloy-4,plate,"forging at 1850°F, blooming at 1550°F, rolling at 1550°F, mill annealing at 1550°F for 30 min",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk1,text,"Two of the 4-in.-thick plates were fabricated into 1% in.- thick plate by hot rolling at 1450°F to 1.45-in. thickness, followed by abrading and pickling, heating to 1025°F for 2 h,warm rolling to 1.3 in. and vacuum annealing.",Zircaloy-4,plate,"hot rolling at 1450°F, abrading, pickling, heating to 1025°F for 2 h, warm rolling, vacuum annealing",,,,,,,,,,,,,,,,,,,,,,,,,,vacuum,,,,,,,,,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk1,Table 1,"R-59, 1 in. plate
Longitudinal 600°F 18.9 32.9 13.2 34.0",Zircaloy-4,plate,,tensile test,,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,130.3,MPa,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk2,text,"irradiated to fluences of 5, 10, 15, and $2 0 \times 1 0 ^ { 2 0 }$ nvt $( { \mathrm { > } } 1 \mathbf { M } \mathbf { e } \mathbf { v } )$",,irradiated,irradiation,irradiation,,,,,,,,,,,,,,,,,,,,,,,2e+21,,,,,,,,,,,,,,,20.0,nvt,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk2,text,$1 \ \mathrm { k s i } \ \sqrt { \mathrm { i n } } . = 1 . 0 9 9 \ \mathrm { M N } ( \mathrm { m } ) ^ { - 3 / 2 } \ \approx \ 1 . 1 \ \mathrm { M N } ( \mathrm { m } ) ^ { - 3 / 2 }$,,,,unit conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.099,MPa√m,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk3,table,Specimen No. 82-5044; Description FT-1 unhydrided; Valid yes; Estimated Fluence 5.6; Measured Fluence 7.7; Temperature RT; K Ic max 45 900,Zr-4,unhydrided,α-annealed,fracture toughness,,,,,,,,,,,,,,,,,,,,,,,7.7e+20,,,,,,,,,50.4,MPa√m,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk3,table,Specimen No. -5046; Description α-annealed Zr-4; Valid yes; Estimated Fluence 5.6; Measured Fluence 7.95; Temperature 176; secant 43 000; K Ic max 55000,Zr-4,,α-annealed,fracture toughness,,,,,,,,,,,,,,,,,,80,,,,,7.95e+20,,,,,,,,,60.5,MPa√m,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk3,table,Specimen No. Ingot R-59; Description α-annealed Zr-4; Valid no; Estimated Fluence 5.3; Measured Fluence 7.66; Temperature 600; secant 21 800; K Ic max 41660,Zr-4,,α-annealed,fracture toughness,,,,,,,,,,,,,,,,,,315.6,,,,,7.66e+20,,,,,,,,,45.8,MPa√m,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk3,table,Specimen No. -5048 -5050; Description TW orientation; Valid no; Estimated Fluence 5.3; Measured Fluence 7.51; Temperature 400; secant 31 200; K Ic max 48 600,Zr-4,,,fracture toughness,,,,,,,,,,,,,,,,,,204.4,,,,,7.51e+20,,,,,,,,,53.4,MPa√m,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk3,table,Specimen No. -5052; Valid yes; Estimated Fluence 4.9; Measured Fluence 7.17; Temperature RT; secant 45 600,Zr-4,,,fracture toughness,,,,,,,,,,,,,,,,,,,,,,,7.17e+20,,,,,,,,,50.1,MPa√m,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk3,table,Specimen No. -5053; Valid yes; Estimated Fluence 4.9; Measured Fluence 7.07; Temperature 0; secant 23 900; K Ic max 23 900,Zr-4,,,fracture toughness,,,,,,,,,,,,,,,,,,-17.8,,,,,7.07e+20,,,,,,,,,26.3,MPa√m,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk3,table,"Specimen No. -5688; Valid yes; Estimated Fluence 5,1; Temperature - 100; popin 34 200; K Ic max 34 200",Zr-4,,,fracture toughness,,,,,,,,,,,,,,,,,,-73.3,,,,,5.1e+20,,,,,,,,,37.6,MPa√m,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk4,table,"Specimen No. -5754, Valid yes, Estimated Fluence 18.9, Test Temperature -100, KIC secant psiin, KIC popin psivin 32800, K IC max psivin 32800",,,,fracture test,,,,,,,,,,,,,,,,,,-73.3,,,,,18.9,,,,,,,,,36.0,MPa√m,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk4,table,"Specimen No. -5753, Valid yes, Estimated Fluence 19.0, Test Temperature 0, KIC secant psiin · . ., KIC popin psivin 32500, K IC max psivin 32500",,,,fracture test,,,,,,,,,,,,,,,,,,-17.8,,,,,19.0,,,,,,,,,35.7,MPa√m,,,,,,,,,,
STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_029_chunk4,table,"Specimen No. -5751, Valid yes, Estimated Fluence 19.1, Test Temperature RT, KIC secant psiin 52400, KIC popin psivin b, K IC max psivin b",,,,fracture test,,,,,,,,,,,,,,,,,,20.0,,,,,19.1,,,,,,,,,57.5,MPa√m,,,,,,,,,,
