文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,条件哈希,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,应变率(s-1),压力(MPa),辐照剂量(dpa),通量,时间(h),气氛,密度公式,密度数据,比热容公式,比热容数据,热传导率公式,热传导率数据,弹塑性模型公式,弹塑性模型数据,热膨胀公式,热膨胀数据,辐照蠕变公式,辐照蠕变数据,辐照肿胀公式,辐照肿胀数据,腐蚀公式,腐蚀数据,硬化性能公式,硬化性能数据,额外性质
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk1,Fig. 2,Analysis of the results shows that diffusion of oxygen ions by anion vacancy mechanism can be represented semi-empirically by Arrhenius laws,Zircaloy-4 standard (SRA),cladding material,varied material batches,CIRENE out-of-pile loop corrosion test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d(S³)/dt = K_pre exp(-Q_pre/RT_i); S_i = A exp(-Q_pre/RT_i); dS/dt = K_post exp(-Q_post/RT_i); T_i = T_w + (qS/λ),,,,"{""corrosion_kinetics"": ""cubic correlations in pretransition state, linear correlations in post-transition state"", ""oxide_thickness"": ""low oxide thicknesses"", ""oxygen_diffusion_mechanism"": ""anion vacancy mechanism""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,Table 1,"Corrosion Data in French PWRs S, μm",Zircaloy-4,SRA,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,"{""corrosion_measurement_unit"": ""μm"", ""axial_elevation_cm"": 10, ""irradiation_cycles"": 2, ""reactor"": ""A""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,Table 1,"Corrosion Data in French PWRs S, μm",Zircaloy-4,SRA,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,"{""corrosion_measurement_unit"": ""μm"", ""axial_elevation_cm"": 53, ""irradiation_cycles"": 2, ""reactor"": ""A""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,Table 1,"Corrosion Data in French PWRs S, μm",Zircaloy-4,SRA,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,"{""corrosion_measurement_unit"": ""μm"", ""axial_elevation_cm"": 141, ""irradiation_cycles"": 2, ""reactor"": ""A""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,Table 1,"Corrosion Data in French PWRs S, μm",Zircaloy-4,SRA,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,"{""corrosion_measurement_unit"": ""μm"", ""axial_elevation_cm"": 153, ""irradiation_cycles"": 2, ""reactor"": ""A""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,Table 1,"Corrosion Data in French PWRs S, μm",Zircaloy-4,SRA,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,"{""corrosion_measurement_unit"": ""μm"", ""axial_elevation_cm"": 273, ""irradiation_cycles"": 2, ""reactor"": ""A""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,Table 1,"Corrosion Data in French PWRs S, μm",Zircaloy-4,SRA,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,"{""corrosion_measurement_unit"": ""μm"", ""axial_elevation_cm"": 370, ""irradiation_cycles"": 2, ""reactor"": ""A""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,Table 1,"Corrosion Data in French PWRs S, μm",Zircaloy-4,SRA,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,,,"{""corrosion_measurement_unit"": ""μm"", ""axial_elevation_cm"": 174, ""irradiation_cycles"": 4, ""reactor"": ""A""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,Table 1,"Corrosion Data in French PWRs S, μm",Zircaloy-4,SRA,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,"{""corrosion_measurement_unit"": ""μm"", ""axial_elevation_cm"": 192, ""irradiation_cycles"": 4, ""reactor"": ""A""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,Table 1,"Corrosion Data in French PWRs S, μm",Zircaloy-4,SRA,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,"{""corrosion_measurement_unit"": ""μm"", ""axial_elevation_cm"": 308, ""irradiation_cycles"": 4, ""reactor"": ""A""}"
STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,Table 1,"Corrosion Data in French PWRs S, μm",Zircaloy-4,SRA,,corrosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,,,"{""corrosion_measurement_unit"": ""μm"", ""axial_elevation_cm"": 330, ""irradiation_cycles"": 4, ""reactor"": ""A""}"
