文献ID,页码/图表,证据片段,合金名称,样品状态,工艺步骤,测试类型,Zr,Sn,Nb,Fe,Cr,Ni,Cu,Sb,Sc,Ge,O,Al,S,C,H,N,Si,温度(°C),介质,压力(MPa),应变率(s-1),辐照剂量(dpa),通量,时间(h),气氛,密度数据,密度单位,比热容数据,比热容单位,热传导率数据,热传导率单位,弹塑性模型数据,弹塑性模型单位,热膨胀数据,热膨胀单位,辐照蠕变数据,辐照蠕变单位,辐照肿胀数据,辐照肿胀单位,腐蚀数据,腐蚀单位,硬化性能数据数据,硬化性能数据单位
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_014_chunk1,abstract,The materials studied contained a range of impurity contents with iron ranging from 300 to 1500 ppm,Zr-2.5Nb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,°C,,,,,300–1500,ppm,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_014_chunk1,abstract,in both the cold-worked and cold-worked + annealed (24 h/560°C) conditions,Zr-2.5Nb,cold-worked,cold-worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,wt%,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_014_chunk1,abstract,in both the cold-worked and cold-worked + annealed (24 h/560°C) conditions,Zr-2.5Nb,cold-worked + annealed,annealed,,,,,,,,,,,,,,,,,,,560,,,,,,24,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_014_chunk1,abstract,Annealing produced a decomposition of the β-Zr phase into α-Zr and β-Nb (~83 wt% Nb),Zr-2.5Nb,annealed,annealed,,,,"{'value': 83, 'unit': 'wt%'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,wt%,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_014_chunk1,abstract,It is proposed that on annealing at 560°C the β-Zr phase (containing Fe and Cr in solution) transforms to α-Zr + β-Nb + Zr(FeCr)2 phases,Zr-2.5Nb,annealed,annealed,,,,,,,,,,,,,,,,,,,560,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_014_chunk2,text,The thin foils and extraction replicas were examined on a JEOL-100CX TEM operating at $1 0 0 \mathrm { k V }$,,"thin foil, extraction replica",TEM examination,TEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_014_chunk2,text,Scanning electron microscopy (SEM) was used to determine the grain size and the general distribution of the phases,,bulk sample,SEM examination,SEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_014_chunk2,text,An X-ray powder diffractometer with graphite-monochromated $\mathrm { { C u K } } _ { \alpha }$ radiation was used for the analysis,,,XRD analysis,XRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_014_chunk2,Table 1,Tube No.: D633; Heat Treatment: ; Type of 2 Specimen: section; End3: *; Grain Size: M; Chemical Analysis: Nb%: 2.50; 0: 1006; Fe: 390; Cr: 2338689818; Ni: ; Hf: 40; Al Si: 888889885888888868; Ni: ; C: 2888,,section,,chemical analysis,,,"{'value': 2.5, 'unit': 'wt%'}","{'value': 390.0, 'unit': 'ppm'}","{'value': 2338689818.0, 'unit': 'ppm'}",,,,,,"{'value': 1006.0, 'unit': 'ppm'}","{'value': 8.888898858888888e+17, 'unit': 'ppm'}",,"{'value': 2888.0, 'unit': 'ppm'}",,,"{'value': 8.888898858888888e+17, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,
STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_014_chunk2,Table 1,Tube No.: 618; Heat Treatment: BQ; Type of 2 Specimen: offcut; End3: F; Grain Size: L; Chemical Analysis: Nb%: 2.49; 0: 1238; Fe: 490; Cr: ; Ni: ; Hf: ; Al Si: ; Ni: ; C: 120,,offcut,BQ,chemical analysis,,,"{'value': 2.49, 'unit': 'wt%'}","{'value': 490.0, 'unit': 'ppm'}",,,,,,,"{'value': 1238.0, 'unit': 'ppm'}",,,"{'value': 120.0, 'unit': 'ppm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
